Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,cr,lambda
0.3172283331143288,0.668469995972346,0.32377396427650446,0.6650601613728517,0.2,0.2,0.2878179384203481,m_y=0,0.07142857142857142,1.7
-0.5850530611722232,0.3839465717567624,-0.3111843786482976,0.11007788923283686,1.0,0.6,0.09283931910461385,m_a=0,0.07142857142857142,1.7
-0.3170820020629237,0.04605764004684589,-0.3170820020629236,0.04605764004684596,1.0,1.0,-0.18538587848932686,m_a=1,0.07142857142857142,1.7
-1.271485136394317,7.854648682026931,1.8826110666182339,4.700552479014382,1.0,1.0,3.115698267074414,m_u,0.07142857142857142,1.7
0.11526672831275175,0.5236914683615392,0.20464757709781142,0.4699702639607266,1.0,1.0,0.37201646090534984,m_y=1,0.06666666666666667,1.7
0.3131785243579208,0.6705197329266012,0.3198536608989044,0.6670645137109649,0.2,0.2,0.2878179384203481,m_y=0,0.06666666666666667,1.7
-0.5959490820080294,0.39765933681367044,-0.31418203601451855,0.11589229082015969,1.0,0.8,0.09283931910461385,m_a=0,0.06666666666666667,1.7
-0.31833457783326946,0.04997146852033498,-0.31833457783326935,0.049971468520335,1.0,1.0,-0.18538587848932686,m_a=1,0.06666666666666667,1.7
-1.4437369206061321,8.55853145849088,2.033113325827557,5.081681212057188,1.0,1.0,3.346075433231397,m_u,0.06666666666666667,1.7
0.1209390115631122,0.5205669163868192,0.2074821944289152,0.46845526543889077,1.0,1.0,0.37201646090534984,m_y=1,0.0625,1.7
0.318485584047584,0.6682860330432415,0.3249608247935535,0.6649307998798177,0.2,0.2,0.2878179384203481,m_y=0,0.0625,1.7
-0.5832802757330813,0.38140237777474656,-0.3115431312944467,0.10966523333611203,1.0,0.6,0.09283931910461385,m_a=0,0.0625,1.7
-0.31726702373810955,0.048174201168976596,-0.31726702373810955,0.048174201168976624,1.0,1.0,-0.18538587848932686,m_a=1,0.0625,1.7
-1.3721474503958757,8.995012779847942,2.204478450716917,5.41838687873515,1.0,1.0,3.5764525993883796,m_u,0.0625,1.7
0.11601908641617306,0.5234584038314818,0.20521308297012522,0.46975637467368064,1.0,1.0,0.37201646090534984,m_y=1,0.058823529411764705,1.7
0.31413732952315043,0.669990060674645,0.3207895174280696,0.6665391531358736,0.2,0.2,0.2878179384203481,m_y=0,0.058823529411764705,1.7
-0.5961855891099994,0.3985954171221054,-0.3139477535152374,0.11635758152734346,1.0,0.8,0.09283931910461385,m_a=0,0.058823529411764705,1.7
-0.3182517110347121,0.04989439383677648,-0.31825171103471206,0.04989439383677648,1.0,1.0,-0.18538587848932686,m_a=1,0.058823529411764705,1.7
-1.5899343272327706,9.73224345161547,2.357079807858503,5.7852293165242,1.0,1.0,3.8068297655453627,m_u,0.058823529411764705,1.7
0.11522606685887157,0.5236177806750997,0.20476356702296358,0.46973158790509684,1.0,1.0,0.37201646090534984,m_y=1,0.05555555555555555,1.7
0.3131527445999125,0.6699661352130474,0.31983711290342937,0.6664996617524518,0.2,0.2,0.2878179384203481,m_y=0,0.05555555555555555,1.7
-0.5971659161007901,0.3989591183355124,-0.31461728617598855,0.11641048841071092,1.0,0.6,0.09283931910461385,m_a=0,0.05555555555555555,1.7
-0.31801829347634153,0.05092851113583945,-0.3180182934763415,0.05092851113583953,1.0,1.0,-0.18538587848932686,m_a=1,0.05555555555555555,1.7
-1.6634332945247887,10.330626195840441,2.5203601797745656,6.146832721541085,1.0,1.0,4.037206931702345,m_u,0.05555555555555555,1.7
0.11441903217658775,0.5245798296717707,0.20433100185136716,0.47062185009466173,1.0,1.0,0.37201646090534984,m_y=1,0.05263157894736842,1.7
0.31262846360491153,0.6714587452253034,0.31934391011284124,0.6679885508505163,0.0,0.0,0.2878179384203481,m_y=0,0.05263157894736842,1.7
-0.5980504572033067,0.3987597473400125,-0.31530657049557764,0.11601586063228334,1.0,0.8,0.09283931910461385,m_a=0,0.05263157894736842,1.7
-0.3187457844938996,0.0504508823235458,-0.3187457844938996,0.05045088232354579,1.0,1.0,-0.18538587848932686,m_a=1,0.05263157894736842,1.7
-1.74405918924693,10.914422154255918,2.675219113392838,6.495143851616153,1.0,1.0,4.267584097859328,m_u,0.05263157894736842,1.7
0.11250878308161823,0.5251205625762188,0.20313512333630693,0.4708540464005025,1.0,1.0,0.37201646090534984,m_y=1,0.05,1.7
0.3105350211062313,0.6714070883406744,0.31730156604689974,0.667921825104216,0.0,0.0,0.2878179384203481,m_y=0,0.05,1.7
-0.6014377645251774,0.40538236245803505,-0.3153786143906311,0.11932321232348894,1.0,1.0,0.09283931910461385,m_a=0,0.05,1.7
-0.3192581590901936,0.0515991910986491,-0.3192581590901935,0.05159919109864904,1.0,1.0,-0.18538587848932686,m_a=1,0.05,1.7
-1.8757066810257599,11.566089013144207,2.83070991751815,6.859672414600301,1.0,1.0,4.497961264016309,m_u,0.05,1.7
0.11577745788234575,0.5250464795303952,0.20527402491331567,0.4713306270040234,1.0,1.0,0.37201646090534984,m_y=1,0.047619047619047616,1.7
0.31359370076265974,0.6716997223356425,0.3202642187492867,0.6682508517355378,0.0,0.0,0.2878179384203481,m_y=0,0.047619047619047616,1.7
-0.5995854165463347,0.39926174800279013,-0.3161939344649299,0.11587026592138545,1.0,0.6,0.09283931910461385,m_a=0,0.047619047619047616,1.7
-0.3167496609952167,0.05290122956102823,-0.3167496609952166,0.05290122956102824,1.0,1.0,-0.18538587848932686,m_a=1,0.047619047619047616,1.7
-1.8772432887111556,12.121149256373052,3.0184095622914615,7.225496405370437,1.0,1.0,4.728338430173293,m_u,0.047619047619047616,1.7
0.1166407610159731,0.5246066798216742,0.20587031648072945,0.47100589235405027,1.0,1.0,0.37201646090534984,m_y=1,0.045454545454545456,1.7
