,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,id_method,est_method,ls
3,-0.1267282610591252,0.030023506461096815,-0.12672826105912519,0.030023506461096888,0.0,0.0,-0.15802310302242384,m_a=1,MSM,plugin,0.6
4,-0.20284003469219974,0.13244003469219964,-0.11403046388591967,0.043630463885919644,1.0,0.0,-0.15875,m_u,MSM,plugin,0.6
0,-0.2161064062213336,0.10884295181452623,-0.1385384360346755,0.0338112297572616,1.0,0.0,-0.18467801628423394,m_y=1,MSM,plugin,0.6
1,-0.15259256534840304,0.17950180369305083,-0.06174185956617084,0.10499707617136775,1.0,0.0,0.13502606356145955,m_y=0,MSM,plugin,0.6
2,-0.2770568528592031,0.23603339469262616,-0.09816079466425394,0.057137336497677035,1.0,0.0,-0.15268262166213342,m_a=0,MSM,plugin,0.6
3,-0.12636529226435406,0.02912057468361744,-0.12636529226435406,0.02912057468361746,0.0,0.0,-0.15558756319980177,m_a=1,MSM,plugin,0.6
4,-0.20273350373205806,0.1336335037320581,-0.11217631907377476,0.04307631907377475,1.0,0.0,-0.15515,m_u,MSM,plugin,0.6
0,-0.23089263101400662,0.09091733137051147,-0.15449715291515004,0.013740863693881524,1.0,0.0,-0.20318176124264062,m_y=1,MSM,plugin,0.6
1,-0.17404979187253505,0.1528135168933833,-0.08573387345456658,0.07585654584179517,1.0,0.0,0.11841557793126403,m_y=0,MSM,plugin,0.6
2,-0.26367166554586563,0.2407901229752018,-0.0868537816028199,0.06397223903215585,1.0,0.0,-0.15413404368654837,m_a=0,MSM,plugin,0.6
3,-0.1245289508677628,0.024362635452525816,-0.12452895086776287,0.024362635452525774,0.0,0.0,-0.1544043939970175,m_a=1,MSM,plugin,0.6
4,-0.19351837130848135,0.1326183713084813,-0.10375677252479414,0.04285677252479412,1.0,0.0,-0.15225,m_u,MSM,plugin,0.6
0,-0.2186242652250201,0.10657428734761809,-0.14120797085253292,0.031315350518954184,1.0,0.0,-0.19272054287476864,m_y=1,MSM,plugin,0.6
1,-0.15929802078843225,0.17304094550752963,-0.06950641577424226,0.09829464301482818,1.0,0.0,0.12929802437999155,m_y=0,MSM,plugin,0.6
2,-0.2783676136380516,0.2368157910086531,-0.09830197368506029,0.05675015105566163,1.0,0.0,-0.15424756203399181,m_a=0,MSM,plugin,0.6
3,-0.12301310001574808,0.03376053070897907,-0.12301310001574803,0.033760530708979115,0.0,0.0,-0.156220125042412,m_a=1,MSM,plugin,0.6
4,-0.20111396797623377,0.13591396797623373,-0.11035188215792842,0.04515188215792844,1.0,0.0,-0.15499999999999997,m_u,MSM,plugin,0.6
0,-0.224399331113722,0.09793203949157567,-0.1478330696280133,0.022324850084257282,1.0,0.0,-0.18730669305950762,m_y=1,MSM,plugin,0.6
1,-0.1691380000748997,0.15829446660181656,-0.081197366684928,0.08291572662844487,1.0,0.0,0.12066795334396238,m_y=0,MSM,plugin,0.6
2,-0.26497189422429657,0.24305851562801326,-0.08786885860879272,0.06595548001250935,1.0,0.0,-0.15005346547162468,m_a=0,MSM,plugin,0.6
3,-0.12311237512270487,0.026407186443292385,-0.12311237512270493,0.026407186443292367,0.0,0.0,-0.14664592863624099,m_a=1,MSM,plugin,0.6
4,-0.1929799273423045,0.1334799273423045,-0.10495086348961832,0.045450863489618326,1.0,0.0,-0.14759999999999998,m_u,MSM,plugin,0.6
0,-0.20785513610605197,0.11923150421918746,-0.12882904428726275,0.04465829265421817,1.0,0.0,-0.17337807606263983,m_y=1,MSM,plugin,0.6
1,-0.1520395408156908,0.1805016340227593,-0.06128843715064395,0.10633708338888415,1.0,0.0,0.13292621716580222,m_y=0,MSM,plugin,0.6
2,-0.2737783084407274,0.23947755042937988,-0.095942877030286,0.06164211901893848,1.0,0.0,-0.14551707706403638,m_a=0,MSM,plugin,0.6
3,-0.12094728064935212,0.035518279793183186,-0.12094728064935208,0.03551827979318322,0.0,0.0,-0.14915821376716715,m_a=1,MSM,plugin,0.6
4,-0.19885306124665333,0.13885306124665334,-0.1083970690597323,0.0483970690597323,1.0,0.0,-0.1492,m_u,MSM,plugin,0.6
0,-0.2173507307412473,0.10596057787862674,-0.14035261737153246,0.031421776496053745,1.0,0.0,-0.18829231916480238,m_y=1,MSM,plugin,0.6
1,-0.164841947688888,0.1638049424369169,-0.07708197459396962,0.08956217740446319,1.0,0.0,0.12180023423121969,m_y=0,MSM,plugin,0.6
2,-0.26636865918834485,0.23632344182162907,-0.09209559724984133,0.06205037988312565,1.0,0.0,-0.14914258113190204,m_a=0,MSM,plugin,0.6
3,-0.11845245114452796,0.0350788660234113,-0.11845245114452788,0.03507886602341133,0.0,0.0,-0.14911224896447695,m_a=1,MSM,plugin,0.6
4,-0.192246784304478,0.13564678430447805,-0.10473556625205853,0.048135566252058545,1.0,0.0,-0.14855000000000002,m_u,MSM,plugin,0.6
0,-0.22127893678160504,0.10265128620203474,-0.14419914402573186,0.027291264559852924,1.0,1.0,-0.12090651558073655,m_y=1,MSM,plugin,0.8
1,-0.16963499549902986,0.15743442433282478,-0.0819176349091539,0.08219090456521742,1.0,0.0,0.09297539149888143,m_y=0,MSM,plugin,0.8
2,-0.25742080377748533,0.24202606587774045,-0.08313589258525356,0.06774115468550872,1.0,0.0,-0.1057421115920919,m_a=0,MSM,plugin,0.8
3,-0.12101577866790354,0.02868029930644176,-0.12101577866790356,0.028680299306441726,1.0,1.0,-0.10518873155636461,m_a=1,MSM,plugin,0.8
4,-0.1889294296083405,0.13502942960834047,-0.1018654022222611,0.04796540222226109,1.0,0.0,-0.10529999999999999,m_u,MSM,plugin,0.8
0,-0.22747402763847352,0.09557147713574385,-0.15087485303943557,0.019183239668405204,1.0,1.0,-0.12709066901408453,m_y=1,MSM,plugin,0.8
1,-0.16812289397390684,0.1623135106757499,-0.07915319581425614,0.08635960732153011,1.0,0.4,0.08760997067448681,m_y=0,MSM,plugin,0.8
2,-0.27772021972407746,0.2380830256215935,-0.09826765951316034,0.05863046541067635,1.0,0.2,-0.10659697291450543,m_a=0,MSM,plugin,0.8
3,-0.12317258255172078,0.030416474016194385,-0.12317258255172084,0.03041647401619435,1.0,1.0,-0.106338304566354,m_a=1,MSM,plugin,0.8
4,-0.19956176448427054,0.13376176448427057,-0.10885746792566249,0.04305746792566245,1.0,1.0,-0.10555,m_u,MSM,plugin,0.8
0,-0.21362502393504137,0.11217063282458226,-0.13562441457931212,0.03749731022685054,1.0,1.0,-0.10456864049678424,m_y=1,MSM,plugin,0.8
1,-0.1558103066314922,0.1760848065246952,-0.06577693323322617,0.10182589174213605,1.0,0.6,0.09861591695501733,m_y=0,MSM,plugin,0.8
2,-0.27082193067696275,0.2392563818143331,-0.09397892052927037,0.06241337166664064,1.0,0.2,-0.1001428618538126,m_a=0,MSM,plugin,0.8
3,-0.12387744488369892,0.03088687208125369,-0.12387744488369894,0.030886872081253625,1.0,1.0,-0.10109595847712283,m_a=1,MSM,plugin,0.8
4,-0.19819519937167263,0.13579519937167261,-0.10890716354810273,0.04650716354810268,1.0,1.0,-0.10130000000000002,m_u,MSM,plugin,0.8
0,-0.22486642722139108,0.097445700727958,-0.1479101582931876,0.021050320764009242,1.0,1.0,-0.11480193019863091,m_y=1,MSM,plugin,0.8
1,-0.1749650181773581,0.15082516381302308,-0.08761895483986164,0.07456115303643382,1.0,0.0,0.08648209937776176,m_y=0,MSM,plugin,0.8
2,-0.2535950031260388,0.2471135287382749,-0.0774895136273223,0.07100803923955837,1.0,0.0,-0.09941232058796146,m_a=0,MSM,plugin,0.8
3,-0.12331205864660424,0.02438165720462442,-0.12331205864660424,0.024381657204624502,1.0,1.0,-0.09948659888152728,m_a=1,MSM,plugin,0.8
4,-0.18821068798831475,0.13571068798831462,-0.09977931643653423,0.04727931643653419,1.0,0.8,-0.09910000000000002,m_u,MSM,plugin,0.8
0,-0.2207228240950514,0.10100829193483633,-0.14408869946950556,0.0258723898947064,1.0,1.0,-0.12026085995357579,m_y=1,MSM,plugin,0.8
1,-0.1541898186919984,0.17431650375665447,-0.06380699014419414,0.09955536442356924,1.0,0.2,0.10517666392769105,m_y=0,MSM,plugin,0.8
2,-0.2724335689545613,0.23385861073956446,-0.09556298160063366,0.05698802338563684,1.0,0.0,-0.11213520714982934,m_a=0,MSM,plugin,0.8
3,-0.12722254431768087,0.022865458779980606,-0.12722254431768096,0.02286545877998051,1.0,1.0,-0.1112605326169136,m_a=1,MSM,plugin,0.8
4,-0.19979350728515333,0.1280935072851533,-0.11146433596060186,0.039764335960601846,1.0,0.2,-0.11199999999999999,m_u,MSM,plugin,0.8
0,-0.22121047071257008,0.10312037388847192,-0.1440099421898947,0.027366015530393716,1.0,1.0,-0.12202413907651424,m_y=1,MSM,plugin,0.8
1,-0.15574716911596198,0.17540390633314046,-0.06479346631190593,0.1000944891236191,1.0,0.0,0.10438508524022247,m_y=0,MSM,plugin,0.8
2,-0.2761954086592356,0.23601639740545566,-0.09633137794702916,0.05615236669324923,1.0,0.0,-0.11146429061351959,m_a=0,MSM,plugin,0.8
3,-0.12764786989060029,0.025816238032391792,-0.12764786989060034,0.02581623803239171,1.0,1.0,-0.11282834715407879,m_a=1,MSM,plugin,0.8
4,-0.20254829684465103,0.13164829684465107,-0.11190581856723465,0.041005818567234655,1.0,0.6,-0.11234999999999999,m_u,MSM,plugin,0.8
0,-0.22585799522573505,0.0964313406583361,-0.1503627569712243,0.021670354196717506,1.0,1.0,-0.11963359452599051,m_y=1,MSM,plugin,0.8
1,-0.15990961461989914,0.16801520516070947,-0.07092599581593173,0.09351891658917857,1.0,0.2,0.10128896608465128,m_y=0,MSM,plugin,0.8
2,-0.2663175064051243,0.23547859550147163,-0.09168505735123575,0.06084614644758307,1.0,0.0,-0.11020113328766301,m_a=0,MSM,plugin,0.8
3,-0.12954279139875244,0.02057370357059034,-0.12954279139875235,0.020573703570590372,1.0,1.0,-0.10878300242788974,m_a=1,MSM,plugin,0.8
4,-0.19758841872955063,0.1273884187295506,-0.1107437018150518,0.040543701815051805,1.0,0.8,-0.10960000000000003,m_u,MSM,plugin,0.8
0,-0.21557632184373426,0.10882226953728699,-0.13792844856934489,0.0338586973399364,1.0,1.0,-0.11138067931186593,m_y=1,MSM,plugin,0.8
1,-0.16169522350186136,0.16919608281105258,-0.07287038714206158,0.09468945941147923,1.0,0.6,0.09357848518111965,m_y=0,MSM,plugin,0.8
2,-0.26985109222038084,0.23866352657791415,-0.09207901678593985,0.06089145114347318,1.0,0.0,-0.1006824278656473,m_a=0,MSM,plugin,0.8
3,-0.12126947691701302,0.03419763911988827,-0.12126947691701309,0.03419763911988817,1.0,1.0,-0.1025129840563392,m_a=1,MSM,plugin,0.8
4,-0.19627659791823343,0.13737659791823348,-0.10654614284269934,0.04764614284269934,1.0,1.0,-0.10164999999999999,m_u,MSM,plugin,0.8
0,-0.22642813705664472,0.09500596778475659,-0.15020898892301066,0.019119592051669056,1.0,1.0,-0.13016896398399289,m_y=1,MSM,plugin,0.8
1,-0.17298754520008613,0.15436927730083103,-0.0857578887909217,0.07878058911582493,1.0,0.0,0.08960378044347508,m_y=0,MSM,plugin,0.8
2,-0.2648329982068355,0.2400740358696852,-0.08941767345242049,0.06465871111527036,1.0,0.0,-0.1089158225238488,m_a=0,MSM,plugin,0.8
3,-0.12176690184989183,0.02923415274303014,-0.12176690184989192,0.029234152743030067,1.0,1.0,-0.10865976899242206,m_a=1,MSM,plugin,0.8
4,-0.19247904031096777,0.13417904031096786,-0.103903072076226,0.04560307207622603,1.0,0.0,-0.10784999999999997,m_u,MSM,plugin,0.8
0,-0.2113945422383443,0.11373172715902309,-0.13256828727826322,0.038346406903690844,1.0,1.0,-0.11309789897183727,m_y=1,MSM,plugin,0.8
1,-0.15814579610948096,0.1719744587685051,-0.06812259704021535,0.09691360618973373,1.0,0.2,0.10152008686210642,m_y=0,MSM,plugin,0.8
2,-0.26785295511240187,0.24036729390699288,-0.0900349606255771,0.0625492994201681,1.0,0.0,-0.10509471643019985,m_a=0,MSM,plugin,0.8
3,-0.11996053651029007,0.033303419401842116,-0.11996053651029012,0.03330341940184216,1.0,1.0,-0.10717462852114794,m_a=1,MSM,plugin,0.8
4,-0.1950582606308755,0.13805826063087556,-0.10488675562660672,0.047886755626606714,1.0,0.0,-0.10669999999999999,m_u,MSM,plugin,0.8
0,-0.2160912070883103,0.10891079512376678,-0.13881315704744188,0.034363287454382094,1.0,1.0,-0.11019129656561137,m_y=1,MSM,plugin,0.8
1,-0.16205118673716695,0.16693715474269027,-0.07359198702628313,0.09260487579191247,1.0,0.2,0.09682668836452402,m_y=0,MSM,plugin,0.8
2,-0.26459045117911606,0.24306949636045014,-0.08828844503206004,0.06676749021339415,1.0,0.0,-0.10241749750274409,m_a=0,MSM,plugin,0.8
3,-0.1228016319328534,0.03024069069657014,-0.12280163193285334,0.030240690696570243,1.0,1.0,-0.10227376317887509,m_a=1,MSM,plugin,0.8
4,-0.19401164694829515,0.13671164694829505,-0.10562263616646858,0.048322636166468556,1.0,1.0,-0.10280000000000003,m_u,MSM,plugin,0.8
0,-0.21730910152950558,0.10499524924525146,-0.14086144859322824,0.03068944257016982,1.0,1.0,-0.11031281087653363,m_y=1,MSM,plugin,0.8
1,-0.15349147494370993,0.17472107085486746,-0.0639147793824327,0.1007706808218245,1.0,0.2,0.10572445905231445,m_y=0,MSM,plugin,0.8
2,-0.26662954177242526,0.23662168169658365,-0.09216446251519793,0.06215660243935632,1.0,0.0,-0.10697609927809171,m_a=0,MSM,plugin,0.8
3,-0.1285767940734402,0.0227483586853932,-0.1285767940734401,0.022748358685393273,1.0,1.0,-0.10711256156953501,m_a=1,MSM,plugin,0.8
4,-0.1982913349581451,0.13009133495814512,-0.11041327453627969,0.0422132745362797,1.0,1.0,-0.1078,m_u,MSM,plugin,0.8
0,-0.23026423731450718,0.09204086671774651,-0.15519570438275937,0.01666142712799044,1.0,1.0,-0.11971286581998894,m_y=1,MSM,plugin,0.8
1,-0.1606166176913666,0.16815346923914704,-0.07116700340706024,0.09310677566791718,1.0,0.0,0.09931475559616262,m_y=0,MSM,plugin,0.8
2,-0.2690122487352044,0.23684377765867456,-0.09186359951911528,0.05969512844258534,1.0,0.0,-0.1088544463770299,m_a=0,MSM,plugin,0.8
3,-0.1338917689544063,0.016722529655589135,-0.13389176895440644,0.01672252965558904,1.0,1.0,-0.10821906815636569,m_a=1,MSM,plugin,0.8
4,-0.2012669179669852,0.12646691796698528,-0.11294060146784321,0.038140601467843226,1.0,1.0,-0.10854999999999997,m_u,MSM,plugin,0.8
0,-0.21736987935206464,0.10727010557472735,-0.14024848819340133,0.03256266128475812,1.0,1.0,-0.12416657558203084,m_y=1,MSM,plugin,0.8
1,-0.15192836348923291,0.1819306009315776,-0.061244941190820114,0.10796717773523565,1.0,1.0,0.10450649709704171,m_y=0,MSM,plugin,0.8
2,-0.2868423724012644,0.23116122588872406,-0.1061685251419245,0.05048737862938425,1.0,0.0,-0.11272169404754324,m_a=0,MSM,plugin,0.8
3,-0.12459690277136196,0.03423147343760062,-0.12459690277136201,0.034231473437600524,1.0,1.0,-0.11430638958415233,m_a=1,MSM,plugin,0.8
4,-0.20627866315638005,0.13337866315638003,-0.11530034736893949,0.04240034736893945,1.0,1.0,-0.1135,m_u,MSM,plugin,0.8
0,-0.22747159464790911,0.09479592308314529,-0.15069312236371504,0.017989501272774544,1.0,1.0,-0.1234071093226023,m_y=1,MSM,plugin,0.8
1,-0.17609294651971596,0.14899173884614672,-0.08857643825359254,0.07226182149517672,1.0,0.0,0.08648453048670164,m_y=0,MSM,plugin,0.8
2,-0.25517907453239463,0.24350370485911962,-0.0802398710796109,0.06856450140633594,1.0,0.0,-0.10340235967836309,m_a=0,MSM,plugin,0.8
3,-0.12184786600911009,0.025661604905065017,-0.12184786600911005,0.025661604905065066,1.0,1.0,-0.10417167844775728,m_a=1,MSM,plugin,0.8
4,-0.18808617260545724,0.13468617260545712,-0.09958442957869393,0.0461844295786939,1.0,0.0,-0.10300000000000002,m_u,MSM,plugin,0.8
0,-0.21962576554437038,0.10090611630334503,-0.14329401494017674,0.026276894144368623,1.0,1.0,-0.11993821030563827,m_y=1,MSM,plugin,0.8
1,-0.16502030745109528,0.16233247754733568,-0.07757230290649991,0.08808047574333856,1.0,0.6,0.08832403767029351,m_y=0,MSM,plugin,0.8
2,-0.2707535401986817,0.23600341849587245,-0.09537685142131047,0.06062672971850117,1.0,0.2,-0.10393448162477392,m_a=0,MSM,plugin,0.8
3,-0.11898396687436574,0.03325650824445492,-0.11898396687436577,0.03325650824445493,1.0,1.0,-0.10251604823857108,m_a=1,MSM,plugin,0.8
4,-0.1939178364335594,0.13371783643355942,-0.10615934136936281,0.04595934136936282,1.0,1.0,-0.10264999999999999,m_u,MSM,plugin,0.8
0,-0.22732210244704815,0.09495216334981649,-0.1520764321818599,0.020063569958156134,1.0,1.0,-0.12837013203151001,m_y=1,MSM,plugin,0.8
1,-0.15769764611291878,0.17116097463032243,-0.06814646993355622,0.09661879734855733,1.0,0.0,0.10567033767179393,m_y=0,MSM,plugin,0.8
2,-0.2715676788209159,0.2334179157784817,-0.09538187557543198,0.05723211253299768,1.0,0.0,-0.11630757848232287,m_a=0,MSM,plugin,0.8
3,-0.13129320717143028,0.0201255960247577,-0.13129320717143028,0.020125596024757622,1.0,1.0,-0.11545607903962778,m_a=1,MSM,plugin,0.8
4,-0.20118924473138894,0.1263892447313889,-0.11340466826432653,0.03860466826432655,1.0,0.0,-0.11589999999999998,m_u,MSM,plugin,0.8
0,-0.22776768677446277,0.09412784095353972,-0.15212059174422668,0.018449518974474364,1.0,1.0,-0.12345132743362837,m_y=1,MSM,plugin,0.8
1,-0.16406638499569615,0.1652565255896665,-0.07523067687581457,0.09003261506195918,1.0,0.2,0.0930656934306569,m_y=0,MSM,plugin,0.8
2,-0.2717937299287119,0.2362463270815726,-0.09426660610178408,0.05871920325464471,1.0,0.0,-0.10681193738716188,m_a=0,MSM,plugin,0.8
3,-0.12883378790073297,0.024099471801534288,-0.12883378790073313,0.024099471801534145,1.0,1.0,-0.1077181366407235,m_a=1,MSM,plugin,0.8
4,-0.2002556204716333,0.13045562047163334,-0.1105866702266521,0.04078667022665206,1.0,1.0,-0.1068,m_u,MSM,plugin,0.8
0,-0.22082594333825306,0.10144883056117111,-0.14455146778590128,0.02675725881364709,1.0,1.0,-0.1185447307309521,m_y=1,MSM,plugin,0.8
1,-0.15637736793119889,0.17209216860869764,-0.06685043212419253,0.09774274985698275,1.0,0.4,0.10020991147211826,m_y=0,MSM,plugin,0.8
2,-0.27193705427928966,0.23371648670654724,-0.09569094929030082,0.05747038171755832,1.0,0.0,-0.10871115347029203,m_a=0,MSM,plugin,0.8
3,-0.12589749608161518,0.025800265757252493,-0.12589749608161513,0.02580026575725249,1.0,1.0,-0.10804244586677725,m_a=1,MSM,plugin,0.8
4,-0.19879459216116868,0.12949459216116865,-0.11084778577166321,0.04154778577166322,1.0,1.0,-0.1085,m_u,MSM,plugin,0.8
0,-0.21648393713664346,0.10895193769125289,-0.13934666787774458,0.03452360541024641,1.0,1.0,-0.11643985952589993,m_y=1,MSM,plugin,0.8
1,-0.1496434839883262,0.18406346564372958,-0.05862453762679496,0.11027761731734102,1.0,0.8,0.10617193240264514,m_y=0,MSM,plugin,0.8
2,-0.2817888460165143,0.23157818943526118,-0.10375964091907183,0.05354898433781872,1.0,0.0,-0.10956430596189426,m_a=0,MSM,plugin,0.8
3,-0.12706283671734472,0.0307261258586373,-0.1270628367173448,0.030726125858637304,1.0,1.0,-0.11131068336173844,m_a=1,MSM,plugin,0.8
4,-0.20537698682769873,0.1321769868276987,-0.11532091342915744,0.042120913429157435,1.0,1.0,-0.11085000000000003,m_u,MSM,plugin,0.8
0,-0.21150577603916076,0.11548105092098868,-0.13211737376896374,0.03989889250623382,1.0,1.0,-0.06115652437178322,m_y=1,MSM,plugin,1.0
1,-0.1566344579743625,0.17524716598494092,-0.06566165102223286,0.09996422975377314,1.0,1.0,0.07303537805965712,m_y=0,MSM,plugin,1.0
2,-0.2743732515430297,0.24339408281679703,-0.09375943596910336,0.0627802672428707,1.0,1.0,-0.06749674025665431,m_a=0,MSM,plugin,1.0
3,-0.11972942498165869,0.03364342335635373,-0.11972942498165866,0.033643423356353765,1.0,1.0,-0.06669303315730468,m_a=1,MSM,plugin,1.0
4,-0.19750240604705516,0.13860240604705526,-0.10683427062894416,0.04793427062894418,1.0,1.0,-0.06714999999999999,m_u,MSM,plugin,1.0
0,-0.21373140651478728,0.11154622353689074,-0.1349341058450732,0.03584737940951298,1.0,1.0,-0.05585531574740209,m_y=1,MSM,plugin,1.0
1,-0.1658063808142312,0.16403461867780514,-0.0769561115633873,0.08860808841000344,1.0,1.0,0.05774619695756602,m_y=0,MSM,plugin,1.0
2,-0.264285017870296,0.24301856551244522,-0.08617031298484505,0.06490386062699442,1.0,1.0,-0.056410022293954754,m_a=0,MSM,plugin,1.0
3,-0.11747871737653667,0.03555331090368561,-0.11747871737653673,0.03555331090368557,1.0,1.0,-0.05719692284527661,m_a=1,MSM,plugin,1.0
4,-0.19151644265003073,0.1401164426500308,-0.10171100844678642,0.05031100844678642,1.0,1.0,-0.05679999999999998,m_u,MSM,plugin,1.0
0,-0.2113536312466388,0.11123450132862715,-0.13346496445638142,0.036919432051813986,1.0,1.0,-0.0600256688715569,m_y=1,MSM,plugin,1.0
1,-0.1502182307022007,0.18047348673879743,-0.05973981088256639,0.10669368549820321,1.0,1.0,0.06635599230067878,m_y=0,MSM,plugin,1.0
2,-0.2823149578514016,0.23100572195052851,-0.10410067200065114,0.0527914360997782,1.0,1.0,-0.06366661220609016,m_a=0,MSM,plugin,1.0
3,-0.11862785210172885,0.03542376527450455,-0.11862785210172874,0.03542376527450471,1.0,1.0,-0.06270190316451174,m_a=1,MSM,plugin,1.0
4,-0.20014543944395333,0.13274543944395328,-0.11140363580457217,0.044003635804572186,1.0,1.0,-0.06315000000000003,m_u,MSM,plugin,1.0
0,-0.21313539059155465,0.11124617900111888,-0.1353275918249966,0.03678949283894236,1.0,1.0,-0.05873554048663741,m_y=1,MSM,plugin,1.0
1,-0.1523382813096747,0.17880810511209327,-0.06194867357628313,0.10479427252354774,1.0,1.0,0.07340553549939832,m_y=0,MSM,plugin,1.0
2,-0.27411179887631526,0.23651197364556192,-0.09736479016217756,0.05976496493142421,1.0,1.0,-0.0665303859813341,m_a=0,MSM,plugin,1.0
3,-0.12361143750584094,0.029969872946036147,-0.12361143750584087,0.029969872946036268,1.0,1.0,-0.0656209255685456,m_a=1,MSM,plugin,1.0
4,-0.19925743906434973,0.1333574390643497,-0.11053927804028832,0.04463927804028832,1.0,1.0,-0.06605000000000001,m_u,MSM,plugin,1.0
0,-0.23596166209853459,0.08394160140176815,-0.16133545928314655,0.007796482153959942,1.0,1.0,-0.08275445484747809,m_y=1,MSM,plugin,1.0
1,-0.17098351217695756,0.15544809560141673,-0.08303890594343641,0.07956118298236821,1.0,1.0,0.05364060792688986,m_y=0,MSM,plugin,1.0
2,-0.27015804833885115,0.23268567670692236,-0.09653962179797512,0.059067250166046414,1.0,1.0,-0.06808937285884481,m_a=0,MSM,plugin,1.0
3,-0.12652911991941462,0.022658668433750372,-0.12652911991941468,0.0226586684337503,1.0,1.0,-0.06832149175155766,m_a=1,MSM,plugin,1.0
4,-0.1967179314465027,0.12631793144650275,-0.10909271157132261,0.03869271157132261,1.0,1.0,-0.0681,m_u,MSM,plugin,1.0
0,-0.22259301145601965,0.10290291596290188,-0.14502355184941634,0.0267615888114414,1.0,1.0,-0.05473726114649684,m_y=1,MSM,plugin,1.0
1,-0.17051051902329156,0.1592372320155,-0.08201361075947373,0.08330759955215054,1.0,1.0,0.048331993569131836,m_y=0,MSM,plugin,1.0
2,-0.2662934431131384,0.24550138554194373,-0.08713796663884263,0.06634590906764792,1.0,1.0,-0.05136436592302501,m_a=0,MSM,plugin,1.0
3,-0.12174216696406914,0.030731518971269623,-0.12174216696406914,0.0307315189712697,1.0,1.0,-0.05170419261446596,m_a=1,MSM,plugin,1.0
4,-0.19372061296494908,0.13802061296494908,-0.1037666482272052,0.0480666482272052,1.0,1.0,-0.05155,m_u,MSM,plugin,1.0
0,-0.22584647814567632,0.09671072323806912,-0.14999172045156145,0.02146636670279916,1.0,1.0,-0.06607663682993059,m_y=1,MSM,plugin,1.0
1,-0.16608273464574613,0.16136178186069497,-0.07792680401325915,0.08634505362772267,1.0,1.0,0.059361638659640024,m_y=0,MSM,plugin,1.0
2,-0.26509239247506644,0.23885324476791214,-0.08945284777241122,0.06321370006525703,1.0,1.0,-0.06278163820289706,m_a=0,MSM,plugin,1.0
3,-0.12599575816106312,0.024791989409985792,-0.12599575816106307,0.02479198940998579,1.0,1.0,-0.06265346840802766,m_a=1,MSM,plugin,1.0
4,-0.19506737390642184,0.13136737390642175,-0.1072212556233888,0.0435212556233888,1.0,1.0,-0.06269999999999998,m_u,MSM,plugin,1.0
0,-0.2141288638065461,0.1116361384618462,-0.13592163103652868,0.036603466248819765,1.0,1.0,-0.054611650485436855,m_y=1,MSM,plugin,1.0
1,-0.1698993620320794,0.15848026904865659,-0.08249457895167854,0.08356389529043154,1.0,1.0,0.0568631329113924,m_y=0,MSM,plugin,1.0
2,-0.2540147821577455,0.2440506516007473,-0.08024424776774378,0.07028011721074555,1.0,1.0,-0.05531788962246664,m_a=0,MSM,plugin,1.0
3,-0.1175181255998418,0.03498333911590153,-0.11751812559984179,0.0349833391159015,1.0,1.0,-0.056149320685297766,m_a=1,MSM,plugin,1.0
4,-0.18651241282494743,0.14051241282494747,-0.09873222737783813,0.05273222737783813,1.0,1.0,-0.05574999999999998,m_u,MSM,plugin,1.0
0,-0.2256417884231982,0.09614746247457774,-0.14980203481947166,0.020956630037404732,1.0,1.0,-0.06801969255500856,m_y=1,MSM,plugin,1.0
1,-0.1612472736664635,0.1672286074894183,-0.07216816439633486,0.09238411813900096,1.0,1.0,0.06539265452373844,m_y=0,MSM,plugin,1.0
2,-0.26884671851120967,0.2358841579688708,-0.09257914383827612,0.05961658329593731,1.0,1.0,-0.06696350495087589,m_a=0,MSM,plugin,1.0
3,-0.12826122518892383,0.02227854818998203,-0.1282612251889239,0.022278548189981966,1.0,1.0,-0.06644799506699,m_a=1,MSM,plugin,1.0
4,-0.19816122315378454,0.12856122315378457,-0.11031827731552815,0.0407182773155281,1.0,1.0,-0.0667,m_u,MSM,plugin,1.0
0,-0.2140842320578506,0.10839202802722947,-0.13663905596120673,0.033923815002506935,1.0,1.0,-0.0613,m_y=1,MSM,plugin,1.0
1,-0.15359896237824805,0.175261925264573,-0.06371586009745556,0.10116392177652708,1.0,1.0,0.0675,m_y=0,MSM,plugin,1.0
2,-0.27605126477172953,0.23500542271807104,-0.0984691369603679,0.05742329490670951,1.0,1.0,-0.06511188589378908,m_a=0,MSM,plugin,1.0
3,-0.12070325696381323,0.031200335815026282,-0.12070325696381327,0.031200335815026188,1.0,1.0,-0.06370442999228315,m_a=1,MSM,plugin,1.0
4,-0.19793287404736246,0.1323328740473625,-0.10970119384428748,0.04410119384428748,1.0,1.0,-0.0644,m_u,MSM,plugin,1.0
0,-0.21405075801034606,0.11080003774724442,-0.13604210933003805,0.03594358350841685,1.0,1.0,-0.0664468425259792,m_y=1,MSM,plugin,1.0
1,-0.15345439819381607,0.1782214569359924,-0.06283204617341508,0.10382494233033619,1.0,1.0,0.06855484387510005,m_y=0,MSM,plugin,1.0
2,-0.28161090889138707,0.2332043487382307,-0.10208716669691012,0.053680606543753784,1.0,1.0,-0.06749990072420131,m_a=0,MSM,plugin,1.0
