,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,id_method,est_method,ls
2,-0.2669877969450553,0.2426600677009824,-0.08860501480377155,0.06427728555969839,1.0,0.0,-0.23225970086798106,m_a=0,MSM,plugin,0.2
3,-0.12155240086923662,0.033438863020780474,-0.1215524008692366,0.03343886302078056,0.0,0.0,-0.2357380484537262,m_a=1,MSM,plugin,0.2
4,-0.19482123858825973,0.13882123858825976,-0.10496091208458798,0.048960912084588026,0.0,0.0,-0.23409999999999997,m_u,MSM,plugin,0.2
0,-0.21036629405321783,0.11344551200761906,-0.13265629113623015,0.03974172072462122,0.0,0.0,-0.381756208407726,m_y=1,MSM,plugin,0.2
1,-0.15533628736662475,0.17471735030846816,-0.06638124110178657,0.10139661093280199,0.2,0.0,0.17703591299949417,m_y=0,MSM,plugin,0.2
2,-0.27224834861890546,0.23681746545010593,-0.09687032760125747,0.06143944443245801,1.0,0.0,-0.2393674597291382,m_a=0,MSM,plugin,0.2
3,-0.11872380447701696,0.03521746272007471,-0.11872380447701705,0.03521746272007466,0.0,0.0,-0.23708611894358125,m_a=1,MSM,plugin,0.2
4,-0.19527537015975854,0.13547537015975855,-0.10790204008876639,0.048102040088766354,0.0,0.0,-0.24010000000000004,m_u,MSM,plugin,0.2
0,-0.21395175862853918,0.10946611618367315,-0.13680385288266905,0.035260451830792995,0.0,0.0,-0.396788990825688,m_y=1,MSM,plugin,0.2
1,-0.1489383024742419,0.18256728169490527,-0.05836835049738588,0.10897041298367574,0.6,0.0,0.18113126079447325,m_y=0,MSM,plugin,0.2
2,-0.28083555449492054,0.23152683619869677,-0.10303076504327269,0.05372204674704887,1.0,0.0,-0.24345951240011585,m_a=0,MSM,plugin,0.2
3,-0.12463313025040694,0.03140315260229769,-0.12463313025040687,0.03140315260229774,0.0,0.0,-0.24676631692286,m_a=1,MSM,plugin,0.2
4,-0.20339769409679248,0.13209769409679245,-0.1137929704526345,0.04249297045263449,0.0,0.0,-0.24695,m_u,MSM,plugin,0.2
0,-0.21764815360567596,0.10651230607607562,-0.14004248001141562,0.031231729763308753,0.0,0.0,-0.3865435356200527,m_y=1,MSM,plugin,0.2
1,-0.16792048509533022,0.16009531293088344,-0.08000432526706579,0.08500363384712586,0.0,0.0,0.16841274397244546,m_y=0,MSM,plugin,0.2
2,-0.26027785715726104,0.24354467610000935,-0.08392058905269426,0.06718740799544255,1.0,0.0,-0.23421874767363793,m_a=0,MSM,plugin,0.2
3,-0.1200513866487305,0.0313212523326339,-0.1200513866487305,0.03132125233263393,0.0,0.0,-0.23476381045704456,m_a=1,MSM,plugin,0.2
4,-0.19025265021628673,0.13755265021628665,-0.10196820180314056,0.04926820180314061,0.0,0.0,-0.23454999999999995,m_u,MSM,plugin,0.2
0,-0.21484317125728403,0.10990533291775939,-0.13780342603728196,0.03617248106614797,0.0,0.0,-0.2840331250908034,m_y=1,MSM,plugin,0.4
1,-0.17851573355554443,0.14696303846940276,-0.09416924716750215,0.07323553046354372,0.8,0.0,0.1422581382938172,m_y=0,MSM,plugin,0.4
2,-0.24745222356891383,0.2449660757305308,-0.0785164119251825,0.07603026408679943,1.0,0.0,-0.19340042765741872,m_a=0,MSM,plugin,0.4
3,-0.11184224973003243,0.0405313487731986,-0.11184224973003243,0.04053134877319859,0.0,0.0,-0.19148776937602224,m_a=1,MSM,plugin,0.4
4,-0.1790737516185928,0.14227375161859285,-0.09441156961333678,0.05761156961333682,0.0,0.0,-0.19105,m_u,MSM,plugin,0.4
0,-0.21529520516053183,0.11074082489595935,-0.1377533450361173,0.036244701268617036,0.0,0.0,-0.2774055595153243,m_y=1,MSM,plugin,0.4
1,-0.1539063969958307,0.1768748512191613,-0.06360453024117432,0.10265399461498412,1.0,0.0,0.1602618405852907,m_y=0,MSM,plugin,0.4
2,-0.2727904948687641,0.23764932389882673,-0.09610849955906679,0.06096732858912947,1.0,0.0,-0.19896164054390275,m_a=0,MSM,plugin,0.4
3,-0.12430550162522183,0.02970449002038138,-0.12430550162522185,0.029704490020381343,0.0,0.0,-0.19972166345205783,m_a=1,MSM,plugin,0.4
4,-0.19903770652968542,0.1338377065296855,-0.11029034028562452,0.045090340285624544,0.2,0.0,-0.20135,m_u,MSM,plugin,0.4
0,-0.22176949054532424,0.10058424681856973,-0.14555964474223815,0.025737452212989665,0.0,0.0,-0.27818181818181814,m_y=1,MSM,plugin,0.4
1,-0.16263598527703294,0.1665057871649985,-0.07427672792672657,0.09206939329311828,1.0,0.0,0.1475486381322957,m_y=0,MSM,plugin,0.4
2,-0.2723479319602252,0.23403975523801285,-0.09656073971807913,0.05825256299586683,1.0,0.0,-0.19554270878435143,m_a=0,MSM,plugin,0.4
3,-0.12272394761365635,0.03142467350307725,-0.12272394761365639,0.03142467350307716,0.0,0.0,-0.19561280936889358,m_a=1,MSM,plugin,0.4
4,-0.1973522971068289,0.13275229710682895,-0.10877313093601153,0.04417313093601154,1.0,0.0,-0.19424999999999998,m_u,MSM,plugin,0.4
0,-0.23276463221415825,0.08771797020174493,-0.15798702807767245,0.011987627546786152,0.0,0.0,-0.29034059184812955,m_y=1,MSM,plugin,0.4
1,-0.16579359445697,0.16190790041009975,-0.07724906344900076,0.0865335031639534,1.0,0.0,0.1523060143346837,m_y=0,MSM,plugin,0.4
2,-0.27088118002307304,0.23719189716384959,-0.09387775603741054,0.06018847317818693,1.0,0.0,-0.20552141470055685,m_a=0,MSM,plugin,0.4
3,-0.13126087532993133,0.01872779420039954,-0.1312608753299313,0.01872779420039957,0.0,0.0,-0.20157237018874685,m_a=1,MSM,plugin,0.4
4,-0.20004874823344226,0.12694874823344224,-0.11152933589821241,0.03842933589821242,0.0,0.0,-0.20175,m_u,MSM,plugin,0.4
0,-0.21359129516867176,0.10924859134559103,-0.13684741968015332,0.03567964259836946,0.0,0.0,-0.2791255289139633,m_y=1,MSM,plugin,0.4
1,-0.15015661885987003,0.18097234485959485,-0.060459181542742914,0.10798939627780324,1.0,0.0,0.15615801704105345,m_y=0,MSM,plugin,0.4
2,-0.28193400535551827,0.22907044701694704,-0.10533260942662488,0.05246905108805359,1.0,0.0,-0.19928556185401158,m_a=0,MSM,plugin,0.4
3,-0.12172630679472514,0.03490286063642367,-0.1217263067947251,0.03490286063642371,0.0,0.0,-0.1991385023392322,m_a=1,MSM,plugin,0.4
4,-0.20185704286261846,0.1319570428626185,-0.11353868475857894,0.04363868475857892,1.0,0.0,-0.19975,m_u,MSM,plugin,0.4
0,-0.2146514865439526,0.1100337573524068,-0.13733161480072123,0.03589094179553485,0.0,0.0,-0.26978929384965833,m_y=1,MSM,plugin,0.4
1,-0.16667592830317585,0.16185269604460256,-0.07953919283588304,0.08791112794038496,1.0,0.0,0.14927558569667077,m_y=0,MSM,plugin,0.4
2,-0.26032154761954346,0.24395829411689016,-0.08571291599719826,0.06934966249454491,1.0,0.0,-0.191477208446728,m_a=0,MSM,plugin,0.4
3,-0.119143902208834,0.03395370671635454,-0.11914390220883402,0.03395370671635455,0.0,0.0,-0.19047645077176145,m_a=1,MSM,plugin,0.4
4,-0.18965418978094745,0.1386541897809475,-0.10251575216981612,0.0515157521698161,0.0,0.0,-0.19160000000000002,m_u,MSM,plugin,0.4
0,-0.21269133890053132,0.11273040295267096,-0.1355320182376965,0.039174582067546135,0.0,0.0,-0.27136176845685134,m_y=1,MSM,plugin,0.4
1,-0.15731009997298162,0.1738795832417415,-0.068800091736482,0.10071535572420601,1.0,0.0,0.15336475314842,m_y=0,MSM,plugin,0.4
2,-0.2727679707179017,0.23730496349953198,-0.0969587687527735,0.06149576153440384,1.0,0.0,-0.1935557356097758,m_a=0,MSM,plugin,0.4
3,-0.1207304241378531,0.036426215475469516,-0.1207304241378532,0.036426215475469495,0.0,0.0,-0.194388568057193,m_a=1,MSM,plugin,0.4
4,-0.19706374575575253,0.13706374575575256,-0.10886905958994597,0.04886905958994599,1.0,0.0,-0.19499999999999995,m_u,MSM,plugin,0.4
0,-0.21866154719778716,0.10559022049683406,-0.1405514478530953,0.02960286083697091,0.0,0.0,-0.2629376482075603,m_y=1,MSM,plugin,0.4
1,-0.1696461407653742,0.15941099394108266,-0.0813078160755939,0.08367897348016316,1.0,0.0,0.14005143792377836,m_y=0,MSM,plugin,0.4
2,-0.26532701362098493,0.2418447093943105,-0.08803742379589427,0.0645551195692197,1.0,0.0,-0.18526657978137373,m_a=0,MSM,plugin,0.4
3,-0.11732748603214486,0.034707728295126625,-0.11732748603214489,0.03470772829512667,0.0,0.0,-0.18542891139810702,m_a=1,MSM,plugin,0.4
4,-0.19115963142184772,0.13835963142184768,-0.10183227158847578,0.04903227158847577,1.0,0.0,-0.1841,m_u,MSM,plugin,0.4
0,-0.21987843670900625,0.10392206491202209,-0.14210089363601627,0.027923877314314387,0.0,0.0,-0.26141885325558795,m_y=1,MSM,plugin,0.4
1,-0.15714715234326954,0.17510268992296588,-0.0662307091790892,0.09969034549723774,1.0,0.0,0.1480034383058529,m_y=0,MSM,plugin,0.4
2,-0.27861999279382943,0.2367563391709882,-0.09735621624599188,0.05549256262315057,1.0,0.0,-0.18804886945649024,m_a=0,MSM,plugin,0.4
3,-0.12533043396573268,0.02825295003091357,-0.12533043396573268,0.028252950030913555,0.0,0.0,-0.18934798859855373,m_a=1,MSM,plugin,0.4
4,-0.2022578758400322,0.13285787584003222,-0.11129971276832731,0.04189971276832731,1.0,0.0,-0.18885,m_u,MSM,plugin,0.4
0,-0.23026664499923138,0.0915824565440239,-0.1547037493671209,0.015494165803814292,0.0,0.0,-0.2928870292887029,m_y=1,MSM,plugin,0.4
1,-0.15751963746415182,0.17344648023727477,-0.06680133172200382,0.09793985508823269,1.0,0.0,0.1515198752922837,m_y=0,MSM,plugin,0.4
2,-0.28529688868141123,0.22880678590248116,-0.10597226669907167,0.04948216392014162,1.0,0.0,-0.20446142789284458,m_a=0,MSM,plugin,0.4
3,-0.1295926760053115,0.024477304086129713,-0.12959267600531144,0.02447730408612977,0.0,0.0,-0.204368741776013,m_a=1,MSM,plugin,0.4
4,-0.20710387981661388,0.12660387981661392,-0.11632975616915361,0.03582975616915366,1.0,0.0,-0.2022,m_u,MSM,plugin,0.4
0,-0.21806084200982853,0.10713813956221963,-0.13967121166012333,0.03078188453555996,0.0,0.0,-0.27162410046564134,m_y=1,MSM,plugin,0.4
1,-0.1551575001703002,0.17718204036245547,-0.06340827608205246,0.1013381683387784,1.0,0.0,0.15573453109269725,m_y=0,MSM,plugin,0.4
2,-0.2791748578875374,0.24088797985638744,-0.09596164915406036,0.05767477112291047,1.0,0.0,-0.19403083847449654,m_a=0,MSM,plugin,0.4
3,-0.12641862004146634,0.027164952879778603,-0.12641862004146626,0.02716495287977867,0.0,0.0,-0.19709204740481961,m_a=1,MSM,plugin,0.4
4,-0.2035965779974492,0.13479657799744915,-0.11113803221010002,0.04233803221010002,1.0,0.0,-0.19679999999999997,m_u,MSM,plugin,0.4
0,-0.21612753150800867,0.10783411261721257,-0.138491006827021,0.032735663223779556,0.0,0.0,-0.27401884934589954,m_y=1,MSM,plugin,0.4
1,-0.1498055716695022,0.18107598638400413,-0.058319074515922754,0.1064299353942332,1.0,0.0,0.1687223644403072,m_y=0,MSM,plugin,0.4
2,-0.27465359270922823,0.24100732276374073,-0.09559068507147861,0.06194441512599114,1.0,0.0,-0.20291785356606215,m_a=0,MSM,plugin,0.4
3,-0.12990567139584655,0.021425403430044888,-0.12990567139584647,0.02142540343004496,0.0,0.0,-0.20285368818887517,m_a=1,MSM,plugin,0.4
4,-0.20287699555492109,0.13107699555492108,-0.11294265019386132,0.04114265019386135,0.0,0.0,-0.20614999999999997,m_u,MSM,plugin,0.4
0,-0.2196924278724453,0.10222672218381339,-0.14250886441892543,0.026893875371965602,0.0,0.0,-0.2790960451977401,m_y=1,MSM,plugin,0.4
1,-0.16052768791236618,0.16799755646647227,-0.07114308447681393,0.0930095549466328,1.0,0.0,0.1530185758513932,m_y=0,MSM,plugin,0.4
2,-0.2684580715292191,0.23616610350042708,-0.09185733533164035,0.05956536730284834,1.0,0.0,-0.19863201826804144,m_a=0,MSM,plugin,0.4
3,-0.12273481471314067,0.027148706600794513,-0.12273481471314063,0.027148706600794582,0.0,0.0,-0.19664873325146232,m_a=1,MSM,plugin,0.4
4,-0.19523282989461363,0.1311328298946135,-0.10737396363631815,0.04327396363631814,0.0,0.0,-0.19765000000000002,m_u,MSM,plugin,0.4
0,-0.21410524848948417,0.11023354460786747,-0.1360459876756169,0.03534964934396578,0.0,0.0,-0.2684846780995221,m_y=1,MSM,plugin,0.4
1,-0.1664650424237296,0.1637982361007138,-0.07858097756428609,0.08928462329747722,1.0,0.0,0.14255781468260129,m_y=0,MSM,plugin,0.4
2,-0.2715435495617657,0.2411590737813531,-0.0936096909904864,0.06322521521007377,1.0,0.0,-0.18918571161397413,m_a=0,MSM,plugin,0.4
3,-0.11492099563408598,0.04012504857950949,-0.11492099563408602,0.04012504857950941,0.0,0.0,-0.18763000590137008,m_a=1,MSM,plugin,0.4
4,-0.19276398359751296,0.140263983597513,-0.10361022376037346,0.05111022376037344,1.0,0.0,-0.18735000000000002,m_u,MSM,plugin,0.4
0,-0.22051086953282617,0.10500809868528989,-0.14290863108047508,0.029198276453745932,0.0,0.0,-0.26352308128009067,m_y=1,MSM,plugin,0.4
1,-0.1665263935566127,0.1629212961193035,-0.07759706128433523,0.08730394721233317,1.0,0.0,0.15450610604421083,m_y=0,MSM,plugin,0.4
2,-0.25675166138720257,0.24940097282218582,-0.0798719239694954,0.07252123540447862,1.0,0.0,-0.19000743895801875,m_a=0,MSM,plugin,0.4
3,-0.12802167636510922,0.022184086392038505,-0.12802167636510928,0.02218408639203846,0.0,0.0,-0.1919595108245909,m_a=1,MSM,plugin,0.4
4,-0.19313319835162795,0.13623319835162798,-0.10400349866684533,0.0471034986668453,0.4,0.0,-0.193,m_u,MSM,plugin,0.4
0,-0.2240224130985066,0.0985914405748517,-0.1470899363312313,0.022534628992396034,0.0,0.0,-0.2865845020541153,m_y=1,MSM,plugin,0.4
1,-0.16438731153828212,0.16513683497771275,-0.07504375452308731,0.08947276984117504,1.0,0.0,0.14102465033614098,m_y=0,MSM,plugin,0.4
2,-0.2799705733116816,0.23398755432800292,-0.10139793825488366,0.055414919271204933,1.0,0.0,-0.19661996104995594,m_a=0,MSM,plugin,0.4
3,-0.11960589770674131,0.03372984276579205,-0.11960589770674135,0.033729842765792016,0.0,0.0,-0.19403992434399808,m_a=1,MSM,plugin,0.4
4,-0.19888289592704544,0.13328289592704542,-0.10868585795985677,0.04308585795985679,1.0,0.0,-0.1924,m_u,MSM,plugin,0.4
0,-0.21341439884361355,0.11178478130800089,-0.13516637475280516,0.03673017779568559,0.0,0.0,-0.25782925782925775,m_y=1,MSM,plugin,0.4
1,-0.15969881796772648,0.16843478180606616,-0.07024613320208971,0.0935034273342644,1.0,0.0,0.1556085184900438,m_y=0,MSM,plugin,0.4
2,-0.2582676286367481,0.24687428767139577,-0.08292066000078847,0.0715273190354361,1.0,0.0,-0.18734006067243258,m_a=0,MSM,plugin,0.4
3,-0.12425198771595096,0.025270062760694656,-0.12425198771595096,0.02527006276069469,0.0,0.0,-0.18874674504727407,m_a=1,MSM,plugin,0.4
4,-0.19213615414898294,0.13623615414898294,-0.10378758400175467,0.04788758400175469,0.8,0.0,-0.19135,m_u,MSM,plugin,0.4
0,-0.22681957351948095,0.09461215238180351,-0.15174961459617206,0.020133184051494477,0.0,0.0,-0.2698123774852983,m_y=1,MSM,plugin,0.4
1,-0.16576550742354082,0.15920145214486273,-0.07839133465416764,0.08483785472780916,1.0,0.0,0.1392907139524032,m_y=0,MSM,plugin,0.4
2,-0.2636628933186143,0.23173116738067795,-0.09309096459708718,0.06115923865915078,1.0,0.0,-0.19011246093071787,m_a=0,MSM,plugin,0.4
3,-0.12247733858807304,0.02708185521591311,-0.12247733858807304,0.027081855215913088,0.0,0.0,-0.18563841581512075,m_a=1,MSM,plugin,0.4
4,-0.19190610553204374,0.12820610553204376,-0.1066968985392049,0.04299689853920485,1.0,0.0,-0.18590000000000004,m_u,MSM,plugin,0.4
0,-0.22246609435385026,0.09930581586795632,-0.14563373660973714,0.023532718734679953,0.0,0.0,-0.2693768462512308,m_y=1,MSM,plugin,0.4
1,-0.16303572675544822,0.1649220519323042,-0.07387440253634255,0.08948246377003691,1.0,0.0,0.14514002016911026,m_y=0,MSM,plugin,0.4
2,-0.2693583903530179,0.2383273184626237,-0.09126576485233465,0.060234692961940374,1.0,0.0,-0.19049004072534836,m_a=0,MSM,plugin,0.4
3,-0.12406266668587289,0.02622901527363535,-0.12406266668587293,0.026229015273635286,0.0,0.0,-0.1893861841166835,m_a=1,MSM,plugin,0.4
4,-0.19640327410751218,0.13200327410751225,-0.10728572430697028,0.04288572430697031,1.0,0.0,-0.18930000000000002,m_u,MSM,plugin,0.4
0,-0.22987289145971251,0.09252001284137573,-0.15406279136233875,0.016311306162716255,0.0,0.0,-0.28299474357153004,m_y=1,MSM,plugin,0.4
1,-0.16609759875319363,0.1613170139517267,-0.07700213555517005,0.0853289996532346,1.0,0.0,0.15122289946763365,m_y=0,MSM,plugin,0.4
2,-0.26435857721586425,0.24138943097613136,-0.08643556332519234,0.06346641708545939,1.0,0.0,-0.19864367739825195,m_a=0,MSM,plugin,0.4
3,-0.1306896024413221,0.01807373839119235,-0.13068960244132213,0.01807373839119238,0.0,0.0,-0.19750774319273717,m_a=1,MSM,plugin,0.4
4,-0.1972388034106345,0.12943880341063446,-0.10830398491738213,0.04050398491738213,0.2,0.0,-0.1976,m_u,MSM,plugin,0.4
0,-0.2201737885394001,0.10253154469687349,-0.1430708866453188,0.02699702384558903,1.0,0.0,-0.186723023371457,m_y=1,MSM,plugin,0.6
1,-0.16695698853441424,0.16122027724376387,-0.07882195964501355,0.08599657490194272,1.0,0.0,0.12387085981933758,m_y=0,MSM,plugin,0.6
2,-0.26317016636618185,0.24213228195952707,-0.08592622817954419,0.06488834377288945,1.0,0.0,-0.14896202539494774,m_a=0,MSM,plugin,0.6
3,-0.12283287457007716,0.028562054415001946,-0.12283287457007723,0.028562054415001887,0.0,0.0,-0.14975107094249196,m_a=1,MSM,plugin,0.6
4,-0.19312371650518165,0.13562371650518168,-0.10412953514167089,0.0466295351416709,1.0,0.0,-0.14915,m_u,MSM,plugin,0.6
0,-0.22705938005235837,0.09534577212546777,-0.15067112905235414,0.01900258558145828,1.0,0.0,-0.19089790897908981,m_y=1,MSM,plugin,0.6
1,-0.1611539000681193,0.16881847676591666,-0.07096774252187801,0.09294027858024113,1.0,0.0,0.1198820556023589,m_y=0,MSM,plugin,0.6
2,-0.2784253651905221,0.23319910556754833,-0.0992134740836335,0.05398721446065968,1.0,0.0,-0.14941524623743707,m_a=0,MSM,plugin,0.6
3,-0.12646141287259433,0.026523420840218147,-0.12646141287259438,0.026523420840218116,0.0,0.0,-0.15051046262226386,m_a=1,MSM,plugin,0.6
4,-0.2023727723415211,0.1301727723415212,-0.11157506771221604,0.03937506771221603,1.0,0.0,-0.14875,m_u,MSM,plugin,0.6
0,-0.22363420586054175,0.09969286307387273,-0.1471001633798638,0.024113226645606143,1.0,0.0,-0.1868404717566729,m_y=1,MSM,plugin,0.6
1,-0.16623840584497002,0.16173081930984418,-0.07777400215917513,0.08638267064541594,1.0,0.0,0.12155713687735452,m_y=0,MSM,plugin,0.6
2,-0.26418372606655666,0.238757032604951,-0.08818454470504296,0.06275785124343727,1.0,0.0,-0.14776423050243004,m_a=0,MSM,plugin,0.6
3,-0.12437452265202112,0.02722516540032265,-0.1243745226520212,0.027225165400322555,0.0,0.0,-0.14897321888841225,m_a=1,MSM,plugin,0.6
4,-0.19439581270549994,0.1333958127055,-0.10570102525836511,0.04470102525836512,1.0,0.0,-0.14784999999999998,m_u,MSM,plugin,0.6
0,-0.21736175701468788,0.1051661365230679,-0.14125909846245582,0.03161505156356486,1.0,0.0,-0.19413784645572726,m_y=1,MSM,plugin,0.6
1,-0.15930743066589026,0.17087617790251977,-0.07144527335634132,0.09780229984804359,1.0,0.0,0.12679385446564242,m_y=0,MSM,plugin,0.6
2,-0.2769692678700827,0.23123915196749167,-0.10241087728732137,0.0566807613847304,1.0,0.0,-0.15588331966445146,m_a=0,MSM,plugin,0.6
3,-0.11957952485062964,0.03690422119987491,-0.11957952485062973,0.036904221199874854,0.0,0.0,-0.15412584680345554,m_a=1,MSM,plugin,0.6
4,-0.19762377951331278,0.13342377951331272,-0.1103184004633447,0.04611840046334468,1.0,0.0,-0.15425,m_u,MSM,plugin,0.6
0,-0.21366355369785378,0.11114798488864604,-0.13707253616039367,0.03774303522895757,1.0,0.0,-0.16895655402896395,m_y=1,MSM,plugin,0.6
1,-0.15621950445470606,0.17154195125393862,-0.06785824729113214,0.09828247940466316,1.0,0.0,0.13195201744820065,m_y=0,MSM,plugin,0.6
2,-0.26025956517261417,0.24046609604080862,-0.08826006280742278,0.0684665936756172,1.0,0.0,-0.14442323257505651,m_a=0,MSM,plugin,0.6
3,-0.12575258901007852,0.027144321554339056,-0.1257525890100785,0.0271443215543391,0.0,0.0,-0.14541091111723592,m_a=1,MSM,plugin,0.6
4,-0.19398098190490817,0.13428098190490823,-0.10714703313584133,0.04744703313584134,1.0,0.0,-0.14689999999999998,m_u,MSM,plugin,0.6
0,-0.2129734718055029,0.11218911279525363,-0.13459180227425174,0.03712887243390333,1.0,0.0,-0.17464788732394362,m_y=1,MSM,plugin,0.6
1,-0.1555987299685989,0.17699083444589542,-0.06525222591452277,0.10248493483675018,1.0,0.0,0.12243346007604564,m_y=0,MSM,plugin,0.6
2,-0.28149467466032785,0.23681767633605216,-0.10039925770894138,0.05572225938466564,1.0,0.0,-0.14302629930004085,m_a=0,MSM,plugin,0.6
3,-0.11939581260823753,0.03723025389270336,-0.1193958126082375,0.03723025389270336,0.0,0.0,-0.14405560493877434,m_a=1,MSM,plugin,0.6
4,-0.2007910238710632,0.13739102387106317,-0.10987206979061956,0.04647206979061959,1.0,0.0,-0.14375,m_u,MSM,plugin,0.6
0,-0.22588419111558472,0.09823525667247332,-0.14857099150357073,0.021512685639489822,1.0,0.0,-0.19859666708432527,m_y=1,MSM,plugin,0.6
1,-0.1643130250707006,0.16461907083862876,-0.07404194814544791,0.08810617974193256,1.0,0.0,0.12671603294783257,m_y=0,MSM,plugin,0.6
2,-0.27083448144143596,0.23947477872967599,-0.09133129397997634,0.05997159126821646,1.0,0.0,-0.15651459955640235,m_a=0,MSM,plugin,0.6
3,-0.12471780180569472,0.024925315595141974,-0.12471780180569472,0.02492531559514196,0.0,0.0,-0.1555426672048526,m_a=1,MSM,plugin,0.6
4,-0.1973425614766875,0.13184256147668755,-0.10747429067410778,0.041974290674107795,1.0,0.0,-0.15539999999999998,m_u,MSM,plugin,0.6
0,-0.22010442183268553,0.1016440516821377,-0.1433483365660913,0.026785100037133646,1.0,0.0,-0.1869565217391304,m_y=1,MSM,plugin,0.6
1,-0.17843555596863153,0.14717802405768993,-0.09323261157639937,0.07247884348325397,1.0,0.0,0.10778242677824271,m_y=0,MSM,plugin,0.6
2,-0.2579556991851396,0.2423538153390902,-0.08610992707679391,0.07050804323074457,1.0,0.0,-0.14344029876044362,m_a=0,MSM,plugin,0.6
3,-0.11272267509354154,0.03830586455334437,-0.11272267509354146,0.03830586455334445,0.0,0.0,-0.14015333874052088,m_a=1,MSM,plugin,0.6
4,-0.18388919895876946,0.1390891989587694,-0.09753669847432575,0.05273669847432574,1.0,0.0,-0.13965,m_u,MSM,plugin,0.6
0,-0.21948813327031075,0.10456875987940042,-0.142312249480893,0.029100193143877788,1.0,0.0,-0.1875551076961834,m_y=1,MSM,plugin,0.6
1,-0.16517834993526295,0.16380752344417987,-0.07665256134055884,0.08863536668021374,1.0,0.0,0.1296741563717768,m_y=0,MSM,plugin,0.6
2,-0.25883297257294996,0.24320440368456184,-0.08286782254192085,0.06723925365353282,1.0,0.0,-0.14993355993904056,m_a=0,MSM,plugin,0.6
3,-0.12649256815857396,0.025647375094803505,-0.1264925681585739,0.025647375094803547,0.0,0.0,-0.15387508819962686,m_a=1,MSM,plugin,0.6
4,-0.19375056921989695,0.13585056921989694,-0.10445705383665124,0.04655705383665124,1.0,0.0,-0.15265,m_u,MSM,plugin,0.6
0,-0.23045908398634185,0.09110011356227872,-0.15473688887081155,0.014812542101504627,1.0,0.0,-0.18934254348094243,m_y=1,MSM,plugin,0.6
1,-0.17105395042302232,0.1561744706132627,-0.08301040182456906,0.08015456519949685,1.0,0.0,0.11780038678214075,m_y=0,MSM,plugin,0.6
2,-0.26383012136480355,0.2407394448428429,-0.08738630717485363,0.06429563065289295,1.0,0.0,-0.14838179887939396,m_a=0,MSM,plugin,0.6
3,-0.12757621448619888,0.022028747392248228,-0.12757621448619882,0.022028747392248346,0.0,0.0,-0.14776658865288184,m_a=1,MSM,plugin,0.6
4,-0.19512771761559783,0.13112771761559774,-0.10622650183599154,0.04222650183599153,1.0,0.0,-0.1468,m_u,MSM,plugin,0.6
0,-0.21981585353406916,0.10390730516470481,-0.14234599201093903,0.02839705242025852,1.0,0.0,-0.1864721157413132,m_y=1,MSM,plugin,0.6
1,-0.1656340291841995,0.1631135112936443,-0.0769429307795094,0.08785351356276996,1.0,0.0,0.1197851087047763,m_y=0,MSM,plugin,0.6
2,-0.26996388435948704,0.239054984643896,-0.09270477631089749,0.06179587659530652,1.0,0.0,-0.14842355378913574,m_a=0,MSM,plugin,0.6
3,-0.11877294108485334,0.033009829415276234,-0.1187729410848534,0.03300982941527615,0.0,0.0,-0.14664053332813914,m_a=1,MSM,plugin,0.6
4,-0.19366966545748215,0.13536966545748214,-0.10504897438858977,0.046748974388589784,1.0,0.0,-0.14675000000000002,m_u,MSM,plugin,0.6
0,-0.21832599370562877,0.10436345110242691,-0.14106673958842503,0.029293437798084115,1.0,0.0,-0.18010122207134918,m_y=1,MSM,plugin,0.6
1,-0.16486401361928243,0.16351934407453933,-0.0766044879588427,0.0887527887471726,1.0,0.0,0.12353979325993777,m_y=0,MSM,plugin,0.6
2,-0.26459740077583593,0.24193005844144624,-0.08770614399824962,0.06503880166386003,1.0,0.0,-0.14718094722067876,m_a=0,MSM,plugin,0.6
3,-0.12171148933669507,0.029033992167831712,-0.1217114893366952,0.02903399216783157,0.0,0.0,-0.14551965832591418,m_a=1,MSM,plugin,0.6
4,-0.19278068556264671,0.13488068556264676,-0.10481266356715306,0.04691266356715309,1.0,0.0,-0.14645,m_u,MSM,plugin,0.6
0,-0.21954392989942498,0.10288646353984499,-0.14260956636510858,0.028004832024100524,1.0,0.0,-0.19046451771050374,m_y=1,MSM,plugin,0.6
1,-0.1617794670806733,0.16883107818103063,-0.07299107840755531,0.09443576273296368,1.0,0.0,0.11814880499957772,m_y=0,MSM,plugin,0.6
2,-0.2818660006241142,0.23305279925802166,-0.10429222373809885,0.05547902237200636,1.0,0.0,-0.15076091554134674,m_a=0,MSM,plugin,0.6
3,-0.11767401613303519,0.037151519223950505,-0.11767401613303519,0.03715151922395058,0.0,0.0,-0.14744202169099835,m_a=1,MSM,plugin,0.6
4,-0.19850989283018866,0.13390989283018856,-0.10964309618758224,0.04504309618758222,1.0,0.0,-0.14765,m_u,MSM,plugin,0.6
0,-0.21672056440543724,0.10725048669337985,-0.14029884429197556,0.03346952634071794,1.0,0.0,-0.1898267600442315,m_y=1,MSM,plugin,0.6
1,-0.15274947852432078,0.17927990229792426,-0.06322325758601342,0.10608168034859138,1.0,0.0,0.13742517494309078,m_y=0,MSM,plugin,0.6
2,-0.27841124399141026,0.2346213494154476,-0.10127038270432528,0.057480488128362726,1.0,0.0,-0.15789961150357734,m_a=0,MSM,plugin,0.6
