,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,id_method,est_method,beta_zy
0,-0.3782654870922782,-0.11870133028482874,-0.32428739658731764,-0.1737908276330236,1.0,1.0,-0.2515895529687958,m_y=1,IV,plugin,0.05
1,-0.29605936336415295,-0.028288611684095355,-0.22971936915572932,-0.09388451754803494,1.0,1.0,-0.1744911527053288,m_y=0,IV,plugin,0.05
2,-0.33967576804179495,0.17859241375000495,-0.21412470832650846,0.05304135403471845,1.0,1.0,-0.0387324276544051,m_a=0,IV,plugin,0.05
3,-0.0849523923950911,0.01694032007555928,-0.08495239239509107,0.016940320075559307,1.0,1.0,-0.03861624458049551,m_a=1,IV,plugin,0.05
4,-0.16180942197777357,0.06580942197777356,-0.09856935319918379,0.002569353199183763,1.0,1.0,-0.04330000000000002,m_u,IV,plugin,0.05
0,-0.4065558686020599,-0.11110073641598046,-0.347099259226427,-0.17171987499409802,1.0,1.0,-0.2547327121137813,m_y=1,IV,plugin,0.05
1,-0.3289846906757646,-0.023477024993783967,-0.25620565114046634,-0.09519409647271723,1.0,1.0,-0.1657317695053544,m_y=0,IV,plugin,0.05
2,-0.34724397179783373,0.23007460230579224,-0.21112718823268856,0.09395781874064701,1.0,1.0,-0.048735374401707776,m_a=0,IV,plugin,0.05
3,-0.09817570273579254,0.017227950127519633,-0.09817570273579253,0.01722795012751964,1.0,1.0,-0.042602171241858,m_a=1,IV,plugin,0.05
4,-0.17192633003488625,0.07942633003488625,-0.10441921122575253,0.011919211225752494,1.0,1.0,-0.04860000000000002,m_u,IV,plugin,0.05
0,-0.42328413264891873,-0.1309295335351439,-0.36612011621330115,-0.18964334429968005,1.0,1.0,-0.2559676464785955,m_y=1,IV,plugin,0.05
1,-0.3401835083985897,-0.04230741592240885,-0.26995396675637473,-0.11170285396949586,1.0,1.0,-0.17684039748529712,m_y=0,IV,plugin,0.05
2,-0.31234839475485343,0.23712849158896288,-0.1825451963226104,0.10732529315671976,1.0,1.0,-0.03811450307900194,m_a=0,IV,plugin,0.05
3,-0.10686625640280419,0.005249268850810074,-0.10686625640280431,0.005249268850809991,1.0,1.0,-0.040410042399307955,m_a=1,IV,plugin,0.05
4,-0.1660548752780933,0.07605487527809328,-0.10045233879043765,0.01045233879043761,1.0,1.0,-0.04255000000000002,m_u,IV,plugin,0.05
0,-0.41308337410351503,-0.10170501288431329,-0.34908254284151335,-0.1666616823381523,1.0,1.0,-0.24781884129006965,m_y=1,IV,plugin,0.05
1,-0.34298140707091285,-0.019042153532295658,-0.2655405913171041,-0.09524026515677908,1.0,1.0,-0.16399632615573015,m_y=0,IV,plugin,0.05
2,-0.34269432573320713,0.25402085407975095,-0.20014977068388293,0.1114762990304268,1.0,1.0,-0.04858151671436073,m_a=0,IV,plugin,0.05
3,-0.09837409532084838,0.020246437167052034,-0.09837409532084831,0.020246437167052125,1.0,1.0,-0.038965304329398875,m_a=1,IV,plugin,0.05
4,-0.17393780343211576,0.08693780343211563,-0.10352792046550201,0.016527920465501993,1.0,1.0,-0.04605000000000001,m_u,IV,plugin,0.05
0,-0.3723672629674412,-0.12847696103187184,-0.3203812407769743,-0.18123556174166505,1.0,1.0,-0.26054831810227497,m_y=1,IV,plugin,0.1
1,-0.2881456297742103,-0.031360938167274165,-0.2232797778829883,-0.09540697678714137,1.0,1.0,-0.1605929586164299,m_y=0,IV,plugin,0.1
2,-0.3294284887419031,0.16701955287054598,-0.20855276611388956,0.046143830242532366,1.0,1.0,-0.05729920138719369,m_a=0,IV,plugin,0.1
3,-0.08303364704322047,0.00974472877803274,-0.0830336470432205,0.009744728778032691,1.0,1.0,-0.046828912380606325,m_a=1,IV,plugin,0.1
4,-0.15951887443942736,0.05391887443942732,-0.0995463846575384,-0.006053615342461563,1.0,1.0,-0.055999999999999994,m_u,IV,plugin,0.1
0,-0.40890108562380945,-0.09722457091064211,-0.3445850269904426,-0.16274638773450184,1.0,1.0,-0.24551868802440882,m_y=1,IV,plugin,0.1
1,-0.32395751607341366,0.005823758227542974,-0.24241096464537842,-0.07424500436626909,1.0,1.0,-0.17619848612279224,m_y=0,IV,plugin,0.1
2,-0.4042159882726434,0.22609539277888682,-0.25420803337140824,0.0760874378776516,1.0,1.0,-0.03424741131874909,m_a=0,IV,plugin,0.1
3,-0.09611007599864518,0.027241163856190444,-0.09611007599864507,0.027241163856190565,1.0,1.0,-0.03458085388465204,m_a=1,IV,plugin,0.1
4,-0.19224829439714392,0.08094829439714388,-0.11770184120897506,0.006401841208975065,1.0,1.0,-0.044950000000000004,m_u,IV,plugin,0.1
0,-0.31704939360707574,-0.1247701207196269,-0.27351887953391946,-0.16881029847760964,1.0,1.0,-0.2480382775119617,m_y=1,IV,plugin,0.1
1,-0.23723829831627502,-0.03416552801260901,-0.18382471305264397,-0.08719539950838087,1.0,1.0,-0.17068062827225133,m_y=0,IV,plugin,0.1
2,-0.3307871246988381,0.08424049977140077,-0.22645076169179007,-0.02009586323564734,1.0,1.0,-0.03982772853576921,m_a=0,IV,plugin,0.1
3,-0.05487382473391391,0.020476246114052122,-0.05487382473391393,0.0204762461140521,1.0,1.0,-0.038114328923747054,m_a=1,IV,plugin,0.1
4,-0.14130191281515475,0.03840191281515478,-0.08910243040272862,-0.01379756959727137,1.0,1.0,-0.04809999999999999,m_u,IV,plugin,0.1
0,-0.3726692358339219,-0.1340421436816871,-0.3245916400661567,-0.18294004047931978,1.0,1.0,-0.25540331918178305,m_y=1,IV,plugin,0.1
1,-0.2899894156022121,-0.04144237988237025,-0.23051179892120657,-0.10023193634495411,1.0,1.0,-0.18223329182233292,m_y=0,IV,plugin,0.1
2,-0.32968535528409965,0.15649423165189824,-0.2174763920967389,0.044285268464537515,1.0,1.0,-0.035366722944110585,m_a=0,IV,plugin,0.1
3,-0.08168915378519245,0.015018924426908331,-0.08168915378519237,0.015018924426908404,1.0,1.0,-0.03696430665549155,m_a=1,IV,plugin,0.1
4,-0.15499999521299435,0.05389999521299439,-0.09895722854906704,-0.002142771450932937,1.0,1.0,-0.04454999999999998,m_u,IV,plugin,0.1
0,-0.36901308456525816,-0.08590312975292362,-0.306730013837125,-0.1491449375604948,1.0,1.0,-0.23388581952117865,m_y=1,IV,plugin,0.1
1,-0.2950633577396468,-0.002848617343711712,-0.22003669072498705,-0.07682429180263049,1.0,1.0,-0.17370649592068577,m_y=0,IV,plugin,0.1
2,-0.3809134627200763,0.19550954892440178,-0.23702589710251462,0.051621983306839994,1.0,1.0,-0.026314166265930028,m_a=0,IV,plugin,0.1
3,-0.07624371458689386,0.03242025535193158,-0.07624371458689376,0.032420255351931646,1.0,1.0,-0.0314530117396295,m_a=1,IV,plugin,0.1
4,-0.17034896283375014,0.0819489628337501,-0.09892317526119247,0.010523175261192497,1.0,1.0,-0.036549999999999985,m_u,IV,plugin,0.1
0,-0.41766835042562056,-0.1054373106676747,-0.35422966455292165,-0.17028210130089697,1.0,1.0,-0.2560409820220375,m_y=1,IV,plugin,0.1
1,-0.33903335830308456,-0.011604579464107955,-0.26007520596230244,-0.08949853815291678,1.0,1.0,-0.17609281126993992,m_y=0,IV,plugin,0.1
2,-0.38438265466625776,0.23851601268119316,-0.23721911381820635,0.09135247183314191,1.0,1.0,-0.04231550145242208,m_a=0,IV,plugin,0.1
3,-0.09899673704575271,0.023941870632329065,-0.09899673704575279,0.023941870632329026,1.0,1.0,-0.039041093569080865,m_a=1,IV,plugin,0.1
4,-0.18553498916950445,0.08463498916950453,-0.1117471897882916,0.010847189788291592,1.0,1.0,-0.04744999999999999,m_u,IV,plugin,0.1
0,-0.3634986128522425,-0.11198621760951014,-0.31272060650839356,-0.16353758521567158,1.0,1.0,-0.24215203322708395,m_y=1,IV,plugin,0.1
1,-0.28459524603379543,-0.023061391948637523,-0.22236892767030922,-0.08444403168984875,1.0,1.0,-0.17570229086762726,m_y=0,IV,plugin,0.1
2,-0.34301535544530104,0.1624988104973975,-0.22533755958183174,0.04482101463392822,1.0,1.0,-0.0332299665249553,m_a=0,IV,plugin,0.1
3,-0.07932014948944122,0.02543265803769774,-0.07932014948944124,0.02543265803769776,1.0,1.0,-0.03303684110337546,m_a=1,IV,plugin,0.1
4,-0.15967329548321113,0.0626732954832111,-0.10121685038803271,0.004216850388032695,1.0,1.0,-0.04060000000000001,m_u,IV,plugin,0.1
0,-0.38448959854150067,-0.09838327114264867,-0.32489910216270246,-0.1590710087426821,1.0,1.0,-0.2500239303149229,m_y=1,IV,plugin,0.1
1,-0.3034696766189316,0.0007122272292737319,-0.22855254637119357,-0.07323293098426928,1.0,1.0,-0.15544855019365644,m_y=0,IV,plugin,0.1
2,-0.3758440062945807,0.19840449270169186,-0.23578025944272216,0.05834074584983343,1.0,1.0,-0.0522565804976467,m_a=0,IV,plugin,0.1
3,-0.09091789225019799,0.024989597292922626,-0.090917892250198,0.024989597292922616,1.0,1.0,-0.045058458727523454,m_a=1,IV,plugin,0.1
4,-0.18237595569456608,0.07357595569456606,-0.11240010776737755,0.0036001077673775417,1.0,1.0,-0.05635,m_u,IV,plugin,0.1
0,-0.4016969529132538,-0.09700402068947478,-0.3408766048066102,-0.1594146502435196,1.0,1.0,-0.2505316064179393,m_y=1,IV,plugin,0.1
1,-0.3166128763265439,-0.0012563126542723957,-0.24062316190811311,-0.07617235463048351,1.0,1.0,-0.175574891236793,m_y=0,IV,plugin,0.1
2,-0.39422157692174725,0.21184574320724342,-0.2510352256573999,0.06865939194289607,1.0,1.0,-0.03402940489589451,m_a=0,IV,plugin,0.1
3,-0.09524889660627898,0.030687778212140925,-0.09524889660627892,0.030687778212141015,1.0,1.0,-0.03909388018561,m_a=1,IV,plugin,0.1
4,-0.18585207384272479,0.08345207384272472,-0.11350716986641327,0.011107169866413271,1.0,1.0,-0.04485,m_u,IV,plugin,0.1
0,-0.4244309320297539,-0.0925387890986755,-0.35778635364834005,-0.16060498632073117,1.0,1.0,-0.251069493297842,m_y=1,IV,plugin,0.1
1,-0.33647667884056276,0.01646026807557177,-0.25063105737706237,-0.06763986046768544,1.0,1.0,-0.16485602784516404,m_y=0,IV,plugin,0.1
2,-0.4179167496645942,0.24607016580078106,-0.2613696781049677,0.08952309424115462,1.0,1.0,-0.044039610600190016,m_a=0,IV,plugin,0.1
3,-0.10645209156716637,0.02704410307825029,-0.1064520915671664,0.027044103078250243,1.0,1.0,-0.0423632972393595,m_a=1,IV,plugin,0.1
4,-0.20367481941948187,0.08617481941948191,-0.12605878134021906,0.008558781340219077,1.0,1.0,-0.05389999999999999,m_u,IV,plugin,0.1
0,-0.4086382799183498,-0.10391633780536395,-0.3490071112312021,-0.1650508246995838,1.0,1.0,-0.2552922897650029,m_y=1,IV,plugin,0.1
1,-0.3270098567289612,-0.009715048516084668,-0.25263212311878575,-0.0831232377318251,1.0,1.0,-0.1675943104514533,m_y=0,IV,plugin,0.1
2,-0.36986975209178097,0.22282138277517252,-0.2311268427433378,0.08407847342672935,1.0,1.0,-0.046189549887819814,m_a=0,IV,plugin,0.1
3,-0.10075146395187828,0.0253589873205335,-0.10075146395187817,0.025358987320533637,1.0,1.0,-0.04305031695823863,m_a=1,IV,plugin,0.1
4,-0.18298478961757728,0.08198478961757714,-0.11297511756035283,0.011975117560352803,1.0,1.0,-0.05015000000000003,m_u,IV,plugin,0.1
0,-0.4157250633994054,-0.10583373802661418,-0.3520188576201078,-0.17108311580250257,1.0,1.0,-0.24572955434678886,m_y=1,IV,plugin,0.1
1,-0.32714615198156494,-0.001038279175597534,-0.24594664246831308,-0.08099220809900198,1.0,1.0,-0.17193572103770613,m_y=0,IV,plugin,0.1
2,-0.3817345999914374,0.23102411862107058,-0.23234210787358273,0.08163162650321591,1.0,1.0,-0.033264150612123844,m_a=0,IV,plugin,0.1
3,-0.10364982318217546,0.016369236418211242,-0.10364982318217561,0.01636923641821114,1.0,1.0,-0.038336275581781154,m_a=1,IV,plugin,0.1
4,-0.1905468986646452,0.07894689866464519,-0.11564150311675285,0.004041503116752809,1.0,1.0,-0.04690000000000001,m_u,IV,plugin,0.1
0,-0.42301483876079704,-0.11241179916753188,-0.35884225850770834,-0.17809066347921126,1.0,1.0,-0.24602239245727758,m_y=1,IV,plugin,0.1
1,-0.34736740992075665,-0.03060698189811808,-0.2699408675068399,-0.10707636465591937,1.0,1.0,-0.18679975555102873,m_y=0,IV,plugin,0.1
2,-0.34017834587966106,0.2530926180132373,-0.19637276682588617,0.1092870389594626,1.0,1.0,-0.025535805820429303,m_a=0,IV,plugin,0.1
3,-0.09901065148364044,0.015873618990230744,-0.0990106514836404,0.015873618990230785,1.0,1.0,-0.03146024035056366,m_a=1,IV,plugin,0.1
4,-0.17094097737215153,0.08804097737215147,-0.09831196967104254,0.015411969671042525,1.0,1.0,-0.03355000000000001,m_u,IV,plugin,0.1
0,-0.42362270405081504,-0.10767779615506479,-0.36138512751859225,-0.1716039618039753,1.0,1.0,-0.250873786407767,m_y=1,IV,plugin,0.1
1,-0.33476309609814536,-0.00742257588602282,-0.2561391821645335,-0.0847711684587848,1.0,1.0,-0.16876288659793817,m_y=0,IV,plugin,0.1
2,-0.371344157792251,0.24086818565109533,-0.22605791562761732,0.09558194348646175,1.0,1.0,-0.04002130632534384,m_a=0,IV,plugin,0.1
3,-0.10914124808221878,0.01581103661154266,-0.1091412480822189,0.01581103661154261,1.0,1.0,-0.041447251865265766,m_a=1,IV,plugin,0.1
4,-0.1877284137100594,0.08252841371005949,-0.11501991381876855,0.009819913818768575,1.0,1.0,-0.04734999999999999,m_u,IV,plugin,0.1
0,-0.35798971212647523,-0.11436675999632828,-0.306124146630515,-0.16695531321835164,1.0,1.0,-0.25499708907432567,m_y=1,IV,plugin,0.1
1,-0.2775548593140816,-0.021431120731395435,-0.21347454800883786,-0.08472065541375298,1.0,1.0,-0.16762946152259128,m_y=0,IV,plugin,0.1
2,-0.3577957314783366,0.1503866081840899,-0.23583364564648165,0.028424522352234954,1.0,1.0,-0.050712696836903215,m_a=0,IV,plugin,0.1
3,-0.07377096328276829,0.02355203016708678,-0.0737709632827683,0.023552030167086804,1.0,1.0,-0.040690999398476535,m_a=1,IV,plugin,0.1
4,-0.1609513749990416,0.058151374999041605,-0.10042159180069202,-0.0023784081993079853,1.0,1.0,-0.05015000000000001,m_u,IV,plugin,0.1
0,-0.40812556312510473,-0.10151730472975029,-0.34677477179016325,-0.16422871224346527,1.0,1.0,-0.24929039835568165,m_y=1,IV,plugin,0.1
1,-0.3343394932359959,-0.01801879570851477,-0.2598209665691423,-0.09160703889400013,1.0,1.0,-0.17141980987427166,m_y=0,IV,plugin,0.1
2,-0.356436971510371,0.2361642898641901,-0.21625434356265125,0.09598166191647056,1.0,1.0,-0.04077679592772754,m_a=0,IV,plugin,0.1
3,-0.09785435977214726,0.024802138711345845,-0.09785435977214722,0.024802138711345883,1.0,1.0,-0.038230635754282316,m_a=1,IV,plugin,0.1
4,-0.17555023394216884,0.08735023394216875,-0.10521360036940046,0.01701360036940045,1.0,1.0,-0.0435,m_u,IV,plugin,0.1
0,-0.3669722505338645,-0.11566810379136976,-0.3126062856884243,-0.1708681798974488,1.0,1.0,-0.2549770290964778,m_y=1,IV,plugin,0.1
1,-0.2812779896978506,-0.013689276863036826,-0.21264951214877081,-0.08146502277868654,1.0,1.0,-0.15965242881072025,m_y=0,IV,plugin,0.1
2,-0.3572004227845538,0.16118247523376703,-0.22905785686512808,0.033039909314341226,1.0,1.0,-0.052293599397480905,m_a=0,IV,plugin,0.1
3,-0.08040683174178306,0.0173914983001499,-0.08040683174178306,0.017391498300149865,1.0,1.0,-0.04558566802124886,m_a=1,IV,plugin,0.1
4,-0.16923555210942015,0.05663555210942027,-0.10531163310051468,-0.007288366899485299,1.0,1.0,-0.05695,m_u,IV,plugin,0.1
0,-0.37471462829660585,-0.11452338656743484,-0.32260609684549546,-0.1675260741804252,1.0,1.0,-0.2412746585735963,m_y=1,IV,plugin,0.1
1,-0.28957476942855387,-0.011867749164634423,-0.22341036389723645,-0.0771691769338561,1.0,1.0,-0.1688874788494078,m_y=0,IV,plugin,0.1
2,-0.3496628919602133,0.17025171770189357,-0.2270853500160898,0.047674175757770054,1.0,1.0,-0.039156163467572336,m_a=0,IV,plugin,0.1
3,-0.08958093871517141,0.020026320460751857,-0.08958093871517138,0.020026320460751878,1.0,1.0,-0.034789727408809645,m_a=1,IV,plugin,0.1
4,-0.17318202433380878,0.05898202433380885,-0.11199131539530234,-0.002208684604697614,1.0,1.0,-0.04734999999999999,m_u,IV,plugin,0.1
0,-0.4526673185931296,-0.1176631279612202,-0.3871289370232788,-0.18501922862611903,1.0,1.0,-0.2699863839719899,m_y=1,IV,plugin,0.1
1,-0.3657263733526029,-0.01657408946572527,-0.2825946603361997,-0.098325832097745,1.0,1.0,-0.18265075118337107,m_y=0,IV,plugin,0.1
2,-0.386452024160806,0.2687806102752516,-0.23595101778713534,0.11827960390158095,1.0,1.0,-0.04515846293265813,m_a=0,IV,plugin,0.1
3,-0.11123352893286509,0.018276255002587803,-0.11123352893286498,0.018276255002587952,1.0,1.0,-0.04331432693621384,m_a=1,IV,plugin,0.1
4,-0.19311349995011867,0.08711349995011859,-0.11708791658045889,0.01108791658045887,1.0,1.0,-0.05005000000000002,m_u,IV,plugin,0.1
0,-0.40039035725742045,-0.10354334689912495,-0.33790725453031467,-0.16713694903267934,1.0,1.0,-0.2659978572124282,m_y=1,IV,plugin,0.1
1,-0.3207468153107441,-0.009787413206793816,-0.2432936662993172,-0.08607194206481042,1.0,1.0,-0.17250590773656632,m_y=0,IV,plugin,0.1
2,-0.4003515580841112,0.21336890782206103,-0.25507839406020966,0.06809574379815955,1.0,1.0,-0.05297551491534347,m_a=0,IV,plugin,0.1
3,-0.08624321502108398,0.02920524395543316,-0.08624321502108401,0.02920524395543316,1.0,1.0,-0.04423685450248305,m_a=1,IV,plugin,0.1
4,-0.18102203938364775,0.07962203938364767,-0.10857431248492806,0.007174312484928028,1.0,1.0,-0.05260000000000002,m_u,IV,plugin,0.1
0,-0.3541742944284067,-0.10792299682664505,-0.30178876467941995,-0.16124446663116027,1.0,1.0,-0.24539403877688817,m_y=1,IV,plugin,0.15
1,-0.2747283508666284,-0.017306075325908908,-0.21030362865613536,-0.08111921112308176,1.0,1.0,-0.17647669469531815,m_y=0,IV,plugin,0.15
2,-0.36917540695589335,0.14656961947855734,-0.24387363717304403,0.021267849695707986,1.0,1.0,-0.03520419450710893,m_a=0,IV,plugin,0.15
3,-0.07316400443126289,0.027297051434205376,-0.07316400443126295,0.02729705143420529,1.0,1.0,-0.03414555126893276,m_a=1,IV,plugin,0.15
4,-0.16311618982364312,0.06271618982364315,-0.10028988245452246,-0.00011011754547753383,1.0,1.0,-0.0422,m_u,IV,plugin,0.15
0,-0.35086426862633596,-0.10935647686516663,-0.29956116939154104,-0.16150600771315843,1.0,1.0,-0.24566584111259293,m_y=1,IV,plugin,0.15
1,-0.26648217638117405,-0.00921915794727557,-0.20192607660560088,-0.07312438473358374,1.0,1.0,-0.1682803620290465,m_y=0,IV,plugin,0.15
2,-0.36609363768503883,0.1363679609414697,-0.24332993684739995,0.013604260103830779,1.0,1.0,-0.04266123952518752,m_a=0,IV,plugin,0.15
3,-0.07385125804108564,0.026302012042536526,-0.07385125804108557,0.026302012042536627,1.0,1.0,-0.03700684875240545,m_a=1,IV,plugin,0.15
4,-0.16786727258059106,0.05516727258059093,-0.10616623653959367,-0.0065337634604063334,1.0,1.0,-0.049000000000000016,m_u,IV,plugin,0.15
0,-0.37741866737883156,-0.10527921188345066,-0.3188835669545744,-0.16471256234808285,1.0,1.0,-0.24654926225606855,m_y=1,IV,plugin,0.15
1,-0.29667676769696827,-0.005379467893442014,-0.22302308053884676,-0.07810755641202165,1.0,1.0,-0.16524486571879937,m_y=0,IV,plugin,0.15
2,-0.37508937406474874,0.18562257610887162,-0.2371418503254859,0.04767505236960891,1.0,1.0,-0.045550093436472316,m_a=0,IV,plugin,0.15
3,-0.08465280118737642,0.022182290584102905,-0.08465280118737632,0.022182290584102964,1.0,1.0,-0.038403330717216966,m_a=1,IV,plugin,0.15
4,-0.1777057485674597,0.06690574856745958,-0.10911134238811122,-0.0016886576118887858,1.0,1.0,-0.05105000000000002,m_u,IV,plugin,0.15
0,-0.4023711009221225,-0.08533417031509087,-0.33762465883346143,-0.15134019387273903,1.0,1.0,-0.23856707317073175,m_y=1,IV,plugin,0.15
1,-0.328821055864997,0.007763171615523578,-0.24838794573301035,-0.0716332198369397,1.0,1.0,-0.17592592592592593,m_y=0,IV,plugin,0.15
2,-0.40545253198270476,0.23084677430715034,-0.25398158901375045,0.07937583133819597,1.0,1.0,-0.03367076370996369,m_a=0,IV,plugin,0.15
3,-0.09478075945799917,0.03625165332107838,-0.0947807594579991,0.036251653321078436,1.0,1.0,-0.030250520157105498,m_a=1,IV,plugin,0.15
4,-0.19245474365354445,0.0900547436535444,-0.1166965515276219,0.01429655152762192,1.0,1.0,-0.0416,m_u,IV,plugin,0.15
0,-0.36699066627875876,-0.10798404153584754,-0.31523775631034623,-0.16081074096925152,1.0,1.0,-0.24620781190747065,m_y=1,IV,plugin,0.15
1,-0.2771111388949814,-0.0033417030309352167,-0.21119072483582518,-0.06842507425071784,1.0,1.0,-0.17477782479898435,m_y=0,IV,plugin,0.15
2,-0.39247252070601235,0.14879281800352345,-0.2663051457986838,0.022625443096194787,1.0,1.0,-0.034326421825601194,m_a=0,IV,plugin,0.15
3,-0.08426095971428858,0.028093861655899666,-0.08426095971428854,0.028093861655899693,1.0,1.0,-0.036113120653087305,m_a=1,IV,plugin,0.15
4,-0.17795764500037414,0.060557645000374104,-0.11490549939043668,-0.002494500609563327,1.0,1.0,-0.04725,m_u,IV,plugin,0.15
0,-0.40994416398993316,-0.08047937552613844,-0.3420359260472339,-0.14964753387069363,1.0,1.0,-0.24090603704770128,m_y=1,IV,plugin,0.15
1,-0.33603659444373757,0.009464694912648276,-0.2524200931318722,-0.07279766293194753,1.0,1.0,-0.17503392130257803,m_y=0,IV,plugin,0.15
2,-0.40988390981314476,0.246066293102129,-0.2534778331696542,0.08966021645863845,1.0,1.0,-0.03259229048610274,m_a=0,IV,plugin,0.15
3,-0.09480479159203477,0.037652228144295544,-0.09480479159203471,0.037652228144295544,1.0,1.0,-0.03293151345331352,m_a=1,IV,plugin,0.15
4,-0.19279322969885895,0.09599322969885894,-0.11484044109974327,0.018040441099743273,1.0,1.0,-0.04164999999999999,m_u,IV,plugin,0.15
0,-0.3915511709021316,-0.10151258106358933,-0.3313605361654494,-0.16267008328089078,1.0,1.0,-0.2554921940731046,m_y=1,IV,plugin,0.15
1,-0.3012276987017628,0.01481581754357233,-0.2224707619456126,-0.06256621142811272,1.0,1.0,-0.16532301408147906,m_y=0,IV,plugin,0.15
2,-0.42550980882553036,0.18787884580322128,-0.2807364306003337,0.04310546757802471,1.0,1.0,-0.04983781852339875,m_a=0,IV,plugin,0.15
3,-0.09021886629710357,0.02926584454361527,-0.09021886629710354,0.029265844543615298,1.0,1.0,-0.04269563744179711,m_a=1,IV,plugin,0.15
4,-0.19725892336288145,0.06675892336288149,-0.12555990779685283,-0.004940092203147159,1.0,1.0,-0.05974999999999999,m_u,IV,plugin,0.15
0,-0.3728034492424635,-0.09367783832449217,-0.31439874555109404,-0.15299424067415832,1.0,1.0,-0.247353866692095,m_y=1,IV,plugin,0.15
1,-0.29898749756169346,-0.0018419753451515363,-0.22676149917810462,-0.07324767028098914,1.0,1.0,-0.17155471460107222,m_y=0,IV,plugin,0.15
2,-0.394324505756572,0.18297720856766791,-0.2567881827669937,0.0454408855780896,1.0,1.0,-0.04263737323324379,m_a=0,IV,plugin,0.15
3,-0.07913314777023098,0.03737668786801931,-0.07913314777023098,0.03737668786801934,1.0,1.0,-0.03585437580229989,m_a=1,IV,plugin,0.15
4,-0.17857623328701705,0.07547623328701708,-0.10978744134377942,0.006687441343779401,1.0,1.0,-0.048100000000000004,m_u,IV,plugin,0.15
0,-0.3415556665949482,-0.09919333695588753,-0.28938413052891016,-0.15212862446303338,1.0,1.0,-0.24923664122137407,m_y=1,IV,plugin,0.15
1,-0.2519351710265536,0.005292740696631659,-0.18589365171990846,-0.05984094427573496,1.0,1.0,-0.1603991596638656,m_y=0,IV,plugin,0.15
2,-0.39626974318873076,0.12224342920374745,-0.2699160590506598,-0.004110254934323419,1.0,1.0,-0.04817554270610547,m_a=0,IV,plugin,0.15
3,-0.06860845924231086,0.03246115492485522,-0.06860845924231088,0.032461154924855185,1.0,1.0,-0.04259065808046336,m_a=1,IV,plugin,0.15
4,-0.17227821172171445,0.0549782117217145,-0.10951833681033465,-0.007781663189665303,1.0,1.0,-0.05425,m_u,IV,plugin,0.15
0,-0.3867286388005763,-0.08519414975069309,-0.32387915623099983,-0.14908622525836282,1.0,1.0,-0.23780837636259325,m_y=1,IV,plugin,0.15
1,-0.3073066793132026,0.009512024105322814,-0.22924414497538712,-0.06723460439571212,1.0,1.0,-0.16642213372458606,m_y=0,IV,plugin,0.15
2,-0.397848701676864,0.2109224821332824,-0.251027683370003,0.0641014638264214,1.0,1.0,-0.03493115670322683,m_a=0,IV,plugin,0.15
3,-0.08917779580797038,0.032810938671099674,-0.08917779580797036,0.032810938671099715,1.0,1.0,-0.03566068351932106,m_a=1,IV,plugin,0.15
4,-0.18561581560352985,0.08291581560352992,-0.11302750415261784,0.010327504152617828,1.0,1.0,-0.044950000000000004,m_u,IV,plugin,0.15
0,-0.4072959933313676,-0.08220379736585796,-0.342226207106586,-0.14868021819117952,1.0,1.0,-0.2506561679790026,m_y=1,IV,plugin,0.15
1,-0.31907296482930314,0.03250956436750922,-0.23413632528907335,-0.0509065375374768,1.0,1.0,-0.16170167166738103,m_y=0,IV,plugin,0.15
2,-0.4434384701036304,0.21867920245943978,-0.28757640074204555,0.06281713309785489,1.0,1.0,-0.047682829492167955,m_a=0,IV,plugin,0.15
3,-0.09997060483927674,0.03978354986509425,-0.0999706048392767,0.03978354986509429,1.0,1.0,-0.04292835385794114,m_a=1,IV,plugin,0.15
4,-0.21127663613483372,0.08437663613483372,-0.13316636007427549,0.006266360074275454,1.0,1.0,-0.05825000000000001,m_u,IV,plugin,0.15
0,-0.38793335803970325,-0.1300570709788566,-0.3366136425154494,-0.18224853719854725,1.0,1.0,-0.2539199847952105,m_y=1,IV,plugin,0.15
1,-0.30434158417919577,-0.03139220884206031,-0.2397438034838526,-0.09513601270767967,1.0,1.0,-0.1859238155534452,m_y=0,IV,plugin,0.15
2,-0.35213058110946216,0.17612549895462098,-0.23202420692391518,0.056019124769073905,1.0,1.0,-0.0323884523853451,m_a=0,IV,plugin,0.15
3,-0.08774764691422646,0.01782635930814134,-0.08774764691422632,0.01782635930814147,1.0,1.0,-0.034400703528912,m_a=1,IV,plugin,0.15
4,-0.1675625787048274,0.05806257870482735,-0.10773759372300637,-0.0017624062769936027,1.0,1.0,-0.0455,m_u,IV,plugin,0.15
0,-0.3636027924162766,-0.09968985922797827,-0.30830932155295543,-0.1557997044789649,1.0,1.0,-0.24493067999622747,m_y=1,IV,plugin,0.15
1,-0.2744924873136199,0.0072227826778745955,-0.2039337001114827,-0.06219093417510062,1.0,1.0,-0.17037352346493564,m_y=0,IV,plugin,0.15
2,-0.4090185222881785,0.1527726633728874,-0.27575328668380306,0.019507427768511918,1.0,1.0,-0.03752209847431964,m_a=0,IV,plugin,0.15
3,-0.0784231095254134,0.03163276379330249,-0.07842310952541329,0.03163276379330256,1.0,1.0,-0.03670668516975745,m_a=1,IV,plugin,0.15
4,-0.18140853313857458,0.06160853313857462,-0.11564880262959551,-0.004151197370404458,1.0,1.0,-0.04979999999999998,m_u,IV,plugin,0.15
