g,s,metric,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,selection_rate,size
x_black_65+ y.o.,1,m_y=1,0.08875906258609634,0.2265301504117074,0.12694762271751994,0.19282700861953522,1.0,1.0,0.17857142857142855,0.41482391482391484,0.03567787971457696
x_black_65+ y.o.,2,m_a=0,-0.505672491707953,-0.07355816589274727,-0.38352768689658034,-0.1957029707041199,0.0,0.0,0.03936210847975554,0.4513888888888889,0.034658511722731905
x_black_65+ y.o.,2,m_a=1,-0.046770797932065955,0.06722325856837585,-0.046770797932066004,0.06722325856837587,0.0,0.0,0.0,0.4513888888888889,0.034658511722731905
x_black_65+ y.o.,2,m_u,-0.22431087308929742,0.050699761978186264,-0.15925059410960568,-0.014360517001505424,0.0,0.0,0.18229166666666669,0.4513888888888889,0.034658511722731905
x_black_65+ y.o.,2,m_y=0,0.45710681824572313,0.587093524661793,0.45710681824572313,0.587093524661793,0.0,0.0,0.0,0.4513888888888889,0.034658511722731905
x_black_65+ y.o.,2,m_y=1,0.12687695184976389,0.2612450424490742,0.16002133422887113,0.23265466142324254,1.0,0.5,0.1906158357771261,0.4513888888888889,0.034658511722731905
x_black_65+ y.o.,3,m_a=0,-0.6335809025460144,-0.15179143273963064,-0.4973644958361997,-0.2880078394494451,0.0,0.0,0.032539682539682535,0.5045372050816697,0.034148827726809376
x_black_65+ y.o.,3,m_a=1,0.034292532242436946,0.1553548661985038,0.03429253224243692,0.1553548661985038,0.5,0.5,0.0,0.5045372050816697,0.034148827726809376
x_black_65+ y.o.,3,m_u,-0.23615383583509925,0.05375819155197775,-0.1690164555251103,-0.013379188758011307,0.0,0.0,0.13883847549909256,0.5045372050816697,0.034148827726809376
x_black_65+ y.o.,3,m_y=0,0.4669856764050026,0.5998921180955354,0.4669856764050026,0.5998921180955354,0.0,0.0,0.0,0.5045372050816697,0.034148827726809376
x_black_65+ y.o.,3,m_y=1,0.1189118614442734,0.25340982019201086,0.15222217963181697,0.22471012816585972,0.5,0.5,0.14484126984126985,0.5045372050816697,0.034148827726809376
x_black_65+ y.o.,4,m_a=0,-0.5246196865943997,-0.12139866664797533,-0.4087759631531811,-0.23724239008919376,0.5,0.0,0.013986013986013984,0.45280764635603343,0.029561671763506627
x_black_65+ y.o.,4,m_a=1,-0.09813089590156798,0.011969033037232568,-0.0981308959015679,0.011969033037232582,0.0,0.0,0.0,0.45280764635603343,0.029561671763506627
x_black_65+ y.o.,4,m_u,-0.2517486831836855,0.006826341487150389,-0.19027166017316618,-0.05465068152336908,0.0,0.0,0.16606929510155316,0.45280764635603343,0.029561671763506627
x_black_65+ y.o.,4,m_y=0,0.4693118547012888,0.6025413035574607,0.46958367571224846,0.6027789114965195,0.0,0.0,0.0,0.45280764635603343,0.029561671763506627
x_black_65+ y.o.,4,m_y=1,0.07824187641228564,0.21368947799552507,0.11239198713585934,0.18418244232341072,0.5,0.0,0.16903225806451613,0.45280764635603343,0.029561671763506627
x_black_65+ y.o.,5,m_a=0,-0.39961581556238407,0.004838753732456902,-0.2993961504537379,-0.09538091137618931,0.5,0.0,0.012987012987012988,0.3801742919389978,0.03109072375127421
x_black_65+ y.o.,5,m_a=1,-0.16597640896933452,-0.046226855415884005,-0.16597640896933455,-0.04622685541588397,0.5,0.5,0.0,0.3801742919389978,0.03109072375127421
