,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,metric,id_method,est_method,beta_zy
3,-0.14032666192239143,0.14216273939931362,-0.14032666192239135,0.14216273939931365,1.0,1.0,-0.015755947704373163,m_a=1,IV,plugin,0.6
4,-0.28486514633057153,0.2902651463305715,-0.1383610825499934,0.1437610825499934,1.0,1.0,-0.007300000000000001,m_u,IV,plugin,0.6
0,-0.5117282477280224,0.1649647445420427,-0.3770132245455368,0.03427053644981962,1.0,1.0,-0.11614401858304295,m_y=1,IV,plugin,0.6
1,-0.47481705419857223,0.15903493287325626,-0.3360349816258331,0.03001095268252486,1.0,1.0,-0.09810998195460159,m_y=0,IV,plugin,0.6
2,-0.4957172868378409,0.5078418147763639,-0.21909049144413145,0.23121501938265432,1.0,1.0,-0.006085146061185265,m_a=0,IV,plugin,0.6
3,-0.15289565117406062,0.129964695740072,-0.1528956511740606,0.129964695740072,1.0,1.0,-0.010694238911733267,m_a=1,IV,plugin,0.6
4,-0.27904624466426864,0.28054624466426864,-0.14307034338849073,0.14457034338849067,1.0,1.0,-0.003349999999999992,m_u,IV,plugin,0.6
0,-0.5213488114816549,0.16071465882822755,-0.38805817940086024,0.029542096503714366,1.0,1.0,-0.11293203067549111,m_y=1,IV,plugin,0.6
1,-0.4795105806769893,0.16226035757682233,-0.3394980316621038,0.03262748945150574,1.0,1.0,-0.0823394714244824,m_y=0,IV,plugin,0.6
2,-0.46983082150198446,0.5045021770940948,-0.19684915486314564,0.23152051045525623,1.0,1.0,-0.012931235102521088,m_a=0,IV,plugin,0.6
3,-0.16462621423606844,0.11688933071093302,-0.16462621423606838,0.11688933071093303,1.0,1.0,-0.01665815185801256,m_a=1,IV,plugin,0.6
4,-0.28006431665589293,0.274564316655893,-0.14567544216959263,0.14017544216959263,1.0,1.0,-0.010599999999999998,m_u,IV,plugin,0.6
0,-0.5070678407275693,0.14911063124564714,-0.37220745050923526,0.013576236730164535,1.0,1.0,-0.11310143720058322,m_y=1,IV,plugin,0.6
1,-0.4694466960955883,0.15165346861134457,-0.32867066685000834,0.017781604795595443,1.0,1.0,-0.09376803231390654,m_y=0,IV,plugin,0.6
2,-0.4533886859595431,0.4873498414268719,-0.1838666080924601,0.21782776355978878,1.0,1.0,-0.0064287059950682846,m_a=0,IV,plugin,0.6
3,-0.1531486739416449,0.10941088275065632,-0.15314867394164494,0.10941088275065622,1.0,1.0,-0.01175832436841534,m_a=1,IV,plugin,0.6
4,-0.26868663976698715,0.2633866397669873,-0.13408731408016594,0.12878731408016597,1.0,1.0,-0.0055499999999999855,m_u,IV,plugin,0.6
0,-0.4206146276734219,0.023216208611208787,-0.33544261369431555,-0.06491632387108229,1.0,1.0,-0.16760475297060665,m_y=1,IV,plugin,0.8
1,-0.3783124061617714,0.04554309449629568,-0.2868744185032739,-0.04501577575807766,1.0,1.0,-0.12992504324428217,m_y=0,IV,plugin,0.8
2,-0.34943859554371837,0.3523482699973849,-0.16830665638918468,0.17121633084285112,1.0,1.0,-0.0166650222174336,m_a=0,IV,plugin,0.8
3,-0.12190419555151426,0.06656730147881865,-0.12190419555151422,0.0665673014788187,1.0,1.0,-0.020051315456340313,m_a=1,IV,plugin,0.8
4,-0.19483043337459355,0.17473043337459349,-0.10373918117377849,0.08363918117377848,1.0,1.0,-0.012800000000000006,m_u,IV,plugin,0.8
0,-0.48151143891603054,0.11006475062859393,-0.36120018052615477,-0.013450354012540749,1.0,1.0,-0.13934002275783594,m_y=1,IV,plugin,0.8
1,-0.4510340919926981,0.10976912056795016,-0.32737840774884225,-0.012225449269048918,1.0,1.0,-0.13935933417207008,m_y=0,IV,plugin,0.8
2,-0.471175012800727,0.46275145918570304,-0.22209046095420484,0.21366690733918098,1.0,1.0,0.005879601739769091,m_a=0,IV,plugin,0.8
3,-0.1303941701791907,0.1151108911578703,-0.1303941701791907,0.11511089115787028,1.0,1.0,-0.003313970208185024,m_a=1,IV,plugin,0.8
4,-0.24759641736252083,0.24699641736252076,-0.12294205339092878,0.12234205339092881,1.0,1.0,0.004650000000000001,m_u,IV,plugin,0.8
0,-0.4601305031983787,0.06565135630420701,-0.3540206506753657,-0.04213578296899091,1.0,1.0,-0.15951502372166582,m_y=1,IV,plugin,0.8
1,-0.4396009520609418,0.055754567203303386,-0.3341905834633248,-0.04860375709883793,1.0,1.0,-0.1378031383737518,m_y=0,IV,plugin,0.8
2,-0.37840079858055475,0.42840816579804664,-0.16929808321682535,0.21930545043431732,1.0,1.0,-0.008697538961797702,m_a=0,IV,plugin,0.8
3,-0.11997108566448747,0.09063312463812415,-0.11997108566448741,0.09063312463812415,1.0,1.0,-0.011967798663454599,m_a=1,IV,plugin,0.8
4,-0.20425466402912168,0.21545466402912156,-0.09987058851954789,0.11107058851954787,1.0,1.0,-0.0032000000000000084,m_u,IV,plugin,0.8
0,-0.4413803683042533,0.0676880658209232,-0.339566547504679,-0.03631905640972873,1.0,1.0,-0.16228251864125934,m_y=1,IV,plugin,0.8
1,-0.4071552040692269,0.08105318852653198,-0.3002020871836391,-0.024179292691320547,1.0,1.0,-0.1316705336426914,m_y=0,IV,plugin,0.8
2,-0.4198905594911439,0.3981832990673114,-0.20831507655444859,0.18660781613061608,1.0,1.0,-0.012817795268756704,m_a=0,IV,plugin,0.8
3,-0.11922516913306454,0.09652766002777177,-0.11922516913306455,0.09652766002777177,1.0,1.0,-0.01660733144751214,m_a=1,IV,plugin,0.8
4,-0.22021937773154598,0.207119377731546,-0.1146961056168692,0.1015961056168692,1.0,1.0,-0.010250000000000009,m_u,IV,plugin,0.8
0,-0.4417911006111385,0.07246078925600175,-0.34057087803974556,-0.03254919800705032,1.0,1.0,-0.1564618644067797,m_y=1,IV,plugin,0.8
1,-0.41056994181473583,0.06682772810299709,-0.3074608163638629,-0.035474559591475066,1.0,1.0,-0.14147727272727273,m_y=0,IV,plugin,0.8
2,-0.40693686097017867,0.40653882041642697,-0.19515624157809836,0.19475820102434657,1.0,1.0,-0.0009498680226985856,m_a=0,IV,plugin,0.8
3,-0.11835053186942412,0.09948556373471977,-0.1183505318694241,0.09948556373471981,1.0,1.0,-0.01120484099686403,m_a=1,IV,plugin,0.8
4,-0.2112250523789458,0.2183250523789458,-0.10416994927624919,0.11126994927624918,1.0,1.0,0.0008499999999999897,m_u,IV,plugin,0.8
0,-0.4762848127586924,0.07269918465759048,-0.36575220208604753,-0.040411513869338625,1.0,1.0,-0.14453905182382004,m_y=1,IV,plugin,0.8
1,-0.4445729125289648,0.06812408262349863,-0.3326807788187403,-0.04214782136233685,1.0,1.0,-0.13445217888814723,m_y=0,IV,plugin,0.8
2,-0.37903352095283793,0.44015998903047826,-0.16061266110431482,0.2217391291819551,1.0,1.0,-8.878075818075093e-05,m_a=0,IV,plugin,0.8
3,-0.1304369782463724,0.08340723696635968,-0.1304369782463724,0.0834072369663597,1.0,1.0,-0.007793238201457331,m_a=1,IV,plugin,0.8
4,-0.21327796088599182,0.21897796088599178,-0.10428595182157878,0.10998595182157875,1.0,1.0,0.0017499999999999877,m_u,IV,plugin,0.8
0,-0.47795728574250357,0.06549163653291486,-0.3687855957786659,-0.04611905112739202,1.0,1.0,-0.16219924018573237,m_y=1,IV,plugin,0.8
1,-0.45006542460646404,0.06123765612322467,-0.3398115926424338,-0.04782333012336392,1.0,1.0,-0.13255416191562142,m_y=0,IV,plugin,0.8
2,-0.3814123850434358,0.4394858202042834,-0.16548878166333159,0.22356221682417923,1.0,1.0,-0.01256431614424991,m_a=0,IV,plugin,0.8
3,-0.1283094369752793,0.08492896067460406,-0.12830943697527927,0.08492896067460406,1.0,1.0,-0.016024446763196032,m_a=1,IV,plugin,0.8
4,-0.21173449128244312,0.21743449128244302,-0.10349198890799682,0.10919198890799682,1.0,1.0,-0.007100000000000009,m_u,IV,plugin,0.8
0,-0.42221027657031884,0.08421105330316378,-0.31951746694309885,-0.02090267059113764,1.0,1.0,-0.14502458930626763,m_y=1,IV,plugin,0.8
1,-0.3892125927675044,0.08876433293698746,-0.2828736180754674,-0.015725720460914843,1.0,1.0,-0.1313798716843819,m_y=0,IV,plugin,0.8
2,-0.42373182969949336,0.39229919045889317,-0.20883106115480565,0.17739842191420546,1.0,1.0,-0.0021122994334430434,m_a=0,IV,plugin,0.8
3,-0.1134882744864076,0.10363106665439141,-0.11348827448640753,0.10363106665439151,1.0,1.0,-0.009398227799083503,m_a=1,IV,plugin,0.8
4,-0.21846615591738267,0.2135661559173827,-0.11160674875853668,0.10670674875853674,1.0,1.0,-0.0006999999999999784,m_u,IV,plugin,0.8
0,-0.45951414751559183,0.10406143306513549,-0.3472345420707509,-0.010995028718537187,1.0,1.0,-0.15042194092827005,m_y=1,IV,plugin,0.8
1,-0.428366460362141,0.10057935716824021,-0.3136522172600197,-0.012193074634105152,1.0,1.0,-0.12937262357414447,m_y=0,IV,plugin,0.8
2,-0.4531294332662096,0.43709704079680617,-0.22109257342587396,0.20506018095647063,1.0,1.0,-0.006690189136483116,m_a=0,IV,plugin,0.8
3,-0.12405941747471971,0.11632301825835997,-0.12405941747471975,0.11632301825835993,1.0,1.0,-0.012595900310541475,m_a=1,IV,plugin,0.8
4,-0.23497425254451998,0.23747425254451987,-0.11936188712907272,0.12186188712907273,1.0,1.0,-0.003250000000000003,m_u,IV,plugin,0.8
0,-0.4720236360157523,0.05968087231484516,-0.3672968290280794,-0.04834668104693975,1.0,1.0,-0.15456874466268145,m_y=1,IV,plugin,0.8
1,-0.43819548236234207,0.051349671838893406,-0.33273048503444086,-0.05292687580034914,1.0,1.0,-0.14014296463506398,m_y=0,IV,plugin,0.8
2,-0.3741225687598537,0.436135099860073,-0.1620771335509154,0.2240896646511347,1.0,1.0,-0.0018823227973128187,m_a=0,IV,plugin,0.8
3,-0.12865181765861805,0.07938341823091724,-0.12865181765861808,0.07938341823091724,1.0,1.0,-0.010016706175759227,m_a=1,IV,plugin,0.8
4,-0.20458231515059797,0.21548231515059807,-0.09898368841654671,0.10988368841654675,1.0,1.0,0.0021000000000000185,m_u,IV,plugin,0.8
0,-0.3581652919985442,0.0031531832502948555,-0.2847876538713571,-0.07137887560790938,1.0,1.0,-0.18910932883073023,m_y=1,IV,plugin,1.0
1,-0.33098724132659935,0.00952409601842603,-0.25606868341636047,-0.0645333001783649,1.0,1.0,-0.15735461801596354,m_y=0,IV,plugin,1.0
2,-0.34883693489239065,0.28323516358210565,-0.19412304808059208,0.12852127677030706,1.0,1.0,-0.012278677898509671,m_a=0,IV,plugin,1.0
3,-0.07608881940224571,0.0793805799566225,-0.07608881940224566,0.07938057995662258,1.0,1.0,-0.01748219222184505,m_a=1,IV,plugin,1.0
4,-0.1562936829692105,0.15389368296921044,-0.07935446705770306,0.0769544670577031,1.0,1.0,-0.006799999999999973,m_u,IV,plugin,1.0
0,-0.4562806793094909,0.01682161625249521,-0.36106491917079414,-0.08014023547197555,1.0,1.0,-0.17216761510605277,m_y=1,IV,plugin,1.0
1,-0.4267778466323807,0.01976814040803394,-0.32997383555201765,-0.07595813356542427,1.0,1.0,-0.16090953072085143,m_y=0,IV,plugin,1.0
2,-0.3467911545390385,0.4015598660581416,-0.15715014754140666,0.21191885906050975,1.0,1.0,0.001656518944816332,m_a=0,IV,plugin,1.0
3,-0.11490682214170636,0.06679228901768473,-0.11490682214170636,0.06679228901768476,1.0,1.0,-0.009218333503882792,m_a=1,IV,plugin,1.0
4,-0.18520933751912994,0.1861093375191299,-0.09064484937976076,0.09154484937976072,1.0,1.0,-5.000000000002225e-05,m_u,IV,plugin,1.0
0,-0.32807082563555456,-0.011327862291214252,-0.25943636360228467,-0.08082649886214868,1.0,1.0,-0.18794656725691208,m_y=1,IV,plugin,1.0
1,-0.29358137653053284,0.010309857771283681,-0.22141702750510767,-0.06093880697977007,1.0,1.0,-0.15450062844435852,m_y=0,IV,plugin,1.0
2,-0.3406748317765933,0.23439738909551794,-0.1934938428951183,0.08721640021404306,1.0,1.0,-0.012210046798359853,m_a=0,IV,plugin,1.0
3,-0.06284188827315755,0.06918754343874485,-0.06284188827315762,0.06918754343874475,1.0,1.0,-0.01879560189278484,m_a=1,IV,plugin,1.0
4,-0.14905672531374597,0.13005672531374607,-0.07593721003742926,0.056937210037429284,1.0,1.0,-0.010849999999999985,m_u,IV,plugin,1.0
0,-0.40890100000160706,-0.0011232073883323812,-0.32665580669178446,-0.0851570015156523,1.0,1.0,-0.18332464825429912,m_y=1,IV,plugin,1.0
1,-0.37467942552839545,0.011879991571707937,-0.28921536544562043,-0.07269262531975355,1.0,1.0,-0.15559827006246998,m_y=0,IV,plugin,1.0
2,-0.33436345859829064,0.33647940123812636,-0.16483258595898556,0.1669485285988214,1.0,1.0,-0.009124665742905713,m_a=0,IV,plugin,1.0
3,-0.10035454256339475,0.06381922480597281,-0.10035454256339475,0.06381922480597281,1.0,1.0,-0.016234103330780125,m_a=1,IV,plugin,1.0
4,-0.17126169493855875,0.16246169493855867,-0.08619957959178741,0.07739957959178738,1.0,1.0,-0.007000000000000006,m_u,IV,plugin,1.0
0,-0.3722775826329129,0.02100444155889336,-0.28963560794656035,-0.06301581523814787,1.0,1.0,-0.1732449215872014,m_y=1,IV,plugin,1.0
1,-0.3515222181030818,0.01858413657386304,-0.2685762197620997,-0.06366567623538151,1.0,1.0,-0.15858653205067147,m_y=0,IV,plugin,1.0
2,-0.3526122518463162,0.318105672602915,-0.1813072415255235,0.14680066228212235,1.0,1.0,-0.002159591814437256,m_a=0,IV,plugin,1.0
3,-0.08088952202489672,0.08250171479764237,-0.08088952202489677,0.08250171479764232,1.0,1.0,-0.009918631926422339,m_a=1,IV,plugin,1.0
4,-0.16420326752443973,0.17050326752443973,-0.07843941410733489,0.08473941410733486,1.0,1.0,0.0009499999999999786,m_u,IV,plugin,1.0
0,-0.4327605410436287,0.020890502821123237,-0.3431844192092105,-0.0706850811755519,1.0,1.0,-0.18904197372636977,m_y=1,IV,plugin,1.0
1,-0.40695384062013096,0.012115912530811101,-0.31800949668887435,-0.07602877928266963,1.0,1.0,-0.17157093165366172,m_y=0,IV,plugin,1.0
2,-0.3737128354190319,0.37884554383701285,-0.19138847093115635,0.19652117934913732,1.0,1.0,-0.003378702491590002,m_a=0,IV,plugin,1.0
3,-0.09931444958197963,0.08560096009902177,-0.09931444958197969,0.08560096009902171,1.0,1.0,-0.011261132251967343,m_a=1,IV,plugin,1.0
4,-0.17656535275535046,0.19066535275535054,-0.08508410287355894,0.09918410287355894,1.0,1.0,0.0027499999999999886,m_u,IV,plugin,1.0
0,-0.44654757775764925,0.002427994577080628,-0.35829212552238954,-0.08751954969107537,1.0,1.0,-0.1844076379364912,m_y=1,IV,plugin,1.0
1,-0.4128724131671885,0.005310423567652034,-0.32330624221611515,-0.08304033309382111,1.0,1.0,-0.16091626271266996,m_y=0,IV,plugin,1.0
2,-0.332669977347852,0.38421824226924794,-0.15616622150666415,0.20771448642806017,1.0,1.0,-0.006567159308633386,m_a=0,IV,plugin,1.0
3,-0.1109710357618405,0.06293001499738778,-0.1109710357618405,0.06293001499738778,1.0,1.0,-0.01410066701573065,m_a=1,IV,plugin,1.0
4,-0.17394264315615068,0.1764426431561507,-0.08635265431996124,0.08885265431996124,1.0,1.0,-0.0027499999999999886,m_u,IV,plugin,1.0
0,-0.4249998274541612,0.04217232165622509,-0.331977342526137,-0.05254256560799906,1.0,1.0,-0.16823318196219247,m_y=1,IV,plugin,1.0
1,-0.4011536317702623,0.03657118394902026,-0.30797199486032056,-0.05558234971820476,1.0,1.0,-0.14547526350773907,m_y=0,IV,plugin,1.0
2,-0.36459969591269237,0.3836698564862833,-0.17595363121171828,0.19502379178530915,1.0,1.0,-0.007590726678999515,m_a=0,IV,plugin,1.0
3,-0.10743454878538353,0.08522236485254524,-0.10743454878538353,0.0852223648525452,1.0,1.0,-0.013231120892119752,m_a=1,IV,plugin,1.0
4,-0.18651372225870916,0.19481372225870913,-0.09276606040556008,0.10106606040556006,1.0,1.0,-0.003050000000000011,m_u,IV,plugin,1.0
0,-0.41135048074478303,0.00966169356383988,-0.3284749872945076,-0.07479972722859038,1.0,1.0,-0.19635863237006457,m_y=1,IV,plugin,1.0
1,-0.38176481954944996,0.015770826739540868,-0.29690681212934295,-0.06814639561244237,1.0,1.0,-0.16166019141476357,m_y=0,IV,plugin,1.0
2,-0.3706912990013867,0.34305891518822657,-0.19886808208348863,0.17123569827032856,1.0,1.0,-0.016713356111197397,m_a=0,IV,plugin,1.0
3,-0.09524992989151096,0.08187364673384845,-0.095249929891511,0.08187364673384845,1.0,1.0,-0.017572892854509248,m_a=1,IV,plugin,1.0
4,-0.1756733967716287,0.17327339677162873,-0.08976178831267971,0.08736178831267971,1.0,1.0,-0.007450000000000012,m_u,IV,plugin,1.0
0,-0.4166145491082208,0.012067334848746381,-0.3330438326512227,-0.07324438399803464,1.0,1.0,-0.184799747713655,m_y=1,IV,plugin,1.0
1,-0.379973279079053,0.023631786207801885,-0.29318762954479577,-0.06184684137935276,1.0,1.0,-0.16057976542385813,m_y=0,IV,plugin,1.0
2,-0.3685189707982456,0.3463029429240712,-0.1950492526261582,0.17283322475198387,1.0,1.0,-0.008302599812214595,m_a=0,IV,plugin,1.0
3,-0.10163727111764435,0.07766830951426756,-0.10163727111764435,0.07766830951426754,1.0,1.0,-0.0138672856404074,m_a=1,IV,plugin,1.0
4,-0.18044961292004227,0.17234961292004222,-0.09407036675625136,0.08597036675625136,1.0,1.0,-0.003699999999999995,m_u,IV,plugin,1.0
0,-0.4056733867279827,-0.030876066596453654,-0.33312191242830097,-0.10451469043319979,1.0,1.0,-0.21684851028115823,m_y=1,IV,plugin,1.2
1,-0.37773976130893866,-0.02021143704159791,-0.30322465274278343,-0.09406223930198289,1.0,1.0,-0.18370271303018726,m_y=0,IV,plugin,1.2
2,-0.35301589987532717,0.31499510594947555,-0.2016275550846552,0.1636067611588037,1.0,1.0,-0.017839680717154582,m_a=0,IV,plugin,1.2
3,-0.08612869373757848,0.07124856256386405,-0.0861286937375785,0.07124856256386401,1.0,1.0,-0.01595363553855672,m_a=1,IV,plugin,1.2
4,-0.15744268225004995,0.15134268225005,-0.08199830062361865,0.07589830062361866,1.0,1.0,-0.007199999999999998,m_u,IV,plugin,1.2
0,-0.3563833897268805,-0.04704411305554228,-0.2946650492566712,-0.10967520821184362,1.0,1.0,-0.23270969098171118,m_y=1,IV,plugin,1.2
1,-0.3234492709202661,-0.025643435217933108,-0.2586488740770042,-0.08989544425431521,1.0,1.0,-0.17051306503909974,m_y=0,IV,plugin,1.2
2,-0.3420964046079594,0.23623257948507606,-0.20889961437078122,0.10303578924789789,1.0,1.0,-0.03596045450717833,m_a=0,IV,plugin,1.2
3,-0.06687324347878154,0.06656395807464582,-0.06687324347878154,0.06656395807464581,1.0,1.0,-0.02890381484961918,m_a=1,IV,plugin,1.2
4,-0.1422670920598292,0.12436709205982928,-0.07572197565733504,0.057821975657335024,1.0,1.0,-0.021300000000000013,m_u,IV,plugin,1.2
0,-0.4090625020346536,-0.047599190892279354,-0.33654218504348876,-0.12157498408284369,1.0,1.0,-0.2246765541180183,m_y=1,IV,plugin,1.2
1,-0.3782436538374051,-0.03537406212498848,-0.3035881168165331,-0.109609739118767,1.0,1.0,-0.18631468598113027,m_y=0,IV,plugin,1.2
2,-0.32946146102957646,0.310629735321331,-0.17864684221537988,0.15981511650713426,1.0,1.0,-0.01813487297137728,m_a=0,IV,plugin,1.2
3,-0.0850548471188556,0.05844929765110888,-0.08505484711885557,0.058449297651108914,1.0,1.0,-0.019692786506774085,m_a=1,IV,plugin,1.2
4,-0.14999885835191945,0.14439885835191943,-0.07377715000322442,0.06817715000322443,1.0,1.0,-0.009049999999999989,m_u,IV,plugin,1.2
0,-0.43931778239251973,-0.06514196819325443,-0.370553187207172,-0.13549877022695278,1.0,1.0,-0.231246712256707,m_y=1,IV,plugin,1.2
1,-0.401430457849761,-0.050461140186024524,-0.33028517352964953,-0.12103333383553234,1.0,1.0,-0.1939018580276322,m_y=0,IV,plugin,1.2
2,-0.3091868220286762,0.33239259919735564,-0.1680236989160183,0.1912294760846977,1.0,1.0,-0.015225666002594451,m_a=0,IV,plugin,1.2
3,-0.09957976126696837,0.05136757829282396,-0.09957976126696834,0.05136757829282398,1.0,1.0,-0.020123560275588204,m_a=1,IV,plugin,1.2
4,-0.14917147578948253,0.14287147578948248,-0.07810290145841489,0.07180290145841486,1.0,1.0,-0.008150000000000018,m_u,IV,plugin,1.2
0,-0.38116753691229543,-0.10137869914933098,-0.3264439148119151,-0.15707549935200754,1.0,1.0,-0.2261693926450672,m_y=1,IV,plugin,1.2
1,-0.3415647811567452,-0.07530848060164033,-0.2839003621073328,-0.13259389877110575,1.0,1.0,-0.1861359484664936,m_y=0,IV,plugin,1.2
2,-0.24004131109033322,0.24817795499628073,-0.12641494005983522,0.13455158396578273,1.0,1.0,-0.016773903747266672,m_a=0,IV,plugin,1.2
3,-0.08203375645974009,0.02753298511932193,-0.0820337564597401,0.027532985119321916,1.0,1.0,-0.021441657378696466,m_a=1,IV,plugin,1.2
4,-0.12040995308196975,0.10280995308196972,-0.0632218005423201,0.0456218005423201,1.0,1.0,-0.011749999999999997,m_u,IV,plugin,1.2
0,-0.38849717686093405,-0.03685534262800087,-0.3191043804777024,-0.10744119900649493,1.0,1.0,-0.2205697528278173,m_y=1,IV,plugin,1.2
1,-0.35241280175950285,-0.02096370035527484,-0.2804109629732173,-0.09210441575536872,1.0,1.0,-0.18704554152315347,m_y=0,IV,plugin,1.2
2,-0.35938235105191907,0.2831661359923903,-0.21253284643090767,0.13631663137137898,1.0,1.0,-0.010935400976047671,m_a=0,IV,plugin,1.2
3,-0.07728270825901858,0.06922316654070251,-0.07728270825901853,0.06922316654070257,1.0,1.0,-0.01913163155555414,m_a=1,IV,plugin,1.2
4,-0.15167732889905383,0.14167732889905388,-0.07840676856840026,0.06840676856840025,1.0,1.0,-0.007550000000000001,m_u,IV,plugin,1.2
0,-0.40813700644939593,-0.06521849698161894,-0.3411018726290556,-0.1334393929126651,1.0,1.0,-0.201909109773812,m_y=1,IV,plugin,1.2
1,-0.3752156607239445,-0.05005017406699075,-0.30597322176039504,-0.11878524088909778,1.0,1.0,-0.18056359776105,m_y=0,IV,plugin,1.2
2,-0.26301482299158147,0.3099295555260823,-0.12655791099360045,0.1734726435281015,1.0,1.0,-0.005149371545191572,m_a=0,IV,plugin,1.2
3,-0.09585737377690105,0.03695992777573394,-0.09585737377690104,0.03695992777573394,1.0,1.0,-0.013100984772717261,m_a=1,IV,plugin,1.2
4,-0.13853455904799622,0.1307345590479962,-0.0704016228874043,0.06260162288740434,1.0,1.0,-0.0037499999999999756,m_u,IV,plugin,1.2
0,-0.3478173364617552,-0.0376358065779663,-0.2833628502232502,-0.10285239999591862,1.0,1.0,-0.21028428093645485,m_y=1,IV,plugin,1.2
1,-0.31180346832858724,-0.017180625398109318,-0.24450984608377588,-0.08357426636397695,1.0,1.0,-0.17963957055214727,m_y=0,IV,plugin,1.2
2,-0.35251287317409513,0.23579969566868336,-0.21347012359155437,0.09675694608614259,1.0,1.0,-0.011006195712593148,m_a=0,IV,plugin,1.2
3,-0.06282743274162356,0.06544656720190842,-0.0628274327416235,0.06544656720190847,1.0,1.0,-0.01690202855861017,m_a=1,IV,plugin,1.2
4,-0.1414679172660687,0.12566791726606868,-0.07311450157129165,0.057314501571291664,1.0,1.0,-0.0068999999999999895,m_u,IV,plugin,1.2
0,-0.41069705513973764,-0.06143950474778224,-0.34130532293705446,-0.13202980813766388,1.0,1.0,-0.2283324621014114,m_y=1,IV,plugin,1.2
1,-0.36790162211852206,-0.03701169173427985,-0.294773453381881,-0.10921390777547231,1.0,1.0,-0.18591279348346912,m_y=0,IV,plugin,1.2
2,-0.32376600635842756,0.29908014192301524,-0.17962129985742473,0.15493543542201238,1.0,1.0,-0.01773936189164327,m_a=0,IV,plugin,1.2
3,-0.0867218151243703,0.04928908324405843,-0.08672181512437034,0.04928908324405839,1.0,1.0,-0.022552066727724418,m_a=1,IV,plugin,1.2
4,-0.1488180418649567,0.1313180418649568,-0.07691866226225649,0.05941866226225647,1.0,1.0,-0.012200000000000003,m_u,IV,plugin,1.2
0,-0.3662867267009916,-0.06560718520829097,-0.3102820011696116,-0.12290337404821816,1.0,1.0,-0.23077719134844257,m_y=1,IV,plugin,1.2
1,-0.3300844488643171,-0.041915274797155136,-0.2707977878486351,-0.10095921037232587,1.0,1.0,-0.1913514559349908,m_y=0,IV,plugin,1.2
2,-0.32831919955071603,0.22743706623215382,-0.2058844428169185,0.1050023094983564,1.0,1.0,-0.015778594387220013,m_a=0,IV,plugin,1.2
3,-0.073045022380782,0.06259989243401134,-0.07304502238078206,0.06259989243401132,1.0,1.0,-0.02158443386799358,m_a=1,IV,plugin,1.2
4,-0.13853481501755147,0.11933481501755154,-0.07634408033461906,0.057144080334619075,1.0,1.0,-0.0126,m_u,IV,plugin,1.2
0,-0.3503997064960437,-0.14552180025393,-0.31113335445150564,-0.18518144464505543,1.0,1.0,-0.22010416666666663,m_y=1,IV,plugin,1.4
1,-0.32378136349262465,-0.13129258150260212,-0.2840162345198064,-0.17088710376372934,1.0,1.0,-0.20278846153846156,m_y=0,IV,plugin,1.4
2,-0.1422020057154041,0.2067341165033488,-0.06411154140407967,0.1286436521920243,1.0,1.0,-0.001141582140630315,m_a=0,IV,plugin,1.4
3,-0.06779272060476843,0.011427362051576606,-0.06779272060476838,0.011427362051576673,1.0,1.0,-0.011748167275219157,m_a=1,IV,plugin,1.4
4,-0.07930357905631727,0.07800357905631719,-0.04014121120418799,0.03884121120418802,1.0,1.0,-0.00019999999999997797,m_u,IV,plugin,1.4
0,-0.40329772651008683,-0.13006083417517897,-0.3536260347437672,-0.18034643607639497,1.0,1.0,-0.2458758011978565,m_y=1,IV,plugin,1.4
1,-0.36483986662302215,-0.10916953908439068,-0.31363374253665743,-0.15987443052820235,1.0,1.0,-0.20776495278069254,m_y=0,IV,plugin,1.4
2,-0.21867591570625508,0.26511277235464165,-0.1186031779860374,0.16504003463442393,1.0,1.0,-0.015629729862058572,m_a=0,IV,plugin,1.4
3,-0.08226996460086573,0.024845238488427856,-0.08226996460086572,0.02484523848842788,1.0,1.0,-0.02014554089408499,m_a=1,IV,plugin,1.4
4,-0.10802249238950039,0.09922249238950036,-0.05839141811715844,0.04959141811715841,1.0,1.0,-0.00810000000000001,m_u,IV,plugin,1.4
0,-0.36893521282394964,-0.12630047009605233,-0.32109998696369474,-0.17476469022797086,1.0,1.0,-0.23812436289500508,m_y=1,IV,plugin,1.4
1,-0.3320319209146259,-0.09924685274418628,-0.2817024270650605,-0.1492952049970145,1.0,1.0,-0.22374877330716386,m_y=0,IV,plugin,1.4
2,-0.25237544636767617,0.20602308550729692,-0.1521991315303573,0.10584677066997797,1.0,1.0,0.004474664654573635,m_a=0,IV,plugin,1.4
3,-0.0631443716219867,0.033160533427717756,-0.06314437162198673,0.03316053342771773,1.0,1.0,-0.011729284561699693,m_a=1,IV,plugin,1.4
4,-0.1079103541334285,0.08861035413342858,-0.05731129750909873,0.03801129750909875,1.0,1.0,-0.002799999999999997,m_u,IV,plugin,1.4
0,-0.3980642823101913,-0.14466553350472247,-0.35073234560296107,-0.1928096420314161,1.0,1.0,-0.2562009094667218,m_y=1,IV,plugin,1.4
1,-0.35649532923321664,-0.11464468341540308,-0.30636876557098935,-0.16452767659372697,1.0,1.0,-0.21629213483146068,m_y=0,IV,plugin,1.4
2,-0.22629050189416494,0.23553713909005794,-0.12821363540961023,0.13746027260550303,1.0,1.0,-0.014805396048623298,m_a=0,IV,plugin,1.4
