g,s,metric,Rs_down,Rs_up,Rd_down,Rd_up,Rs_coverage,Rd_coverage,R_oracle,selection_rate,size
x_black_65+ y.o.,11,m_y=0,0.594481008486803,0.7194839709815473,0.594738456176777,0.719705426219371,0.0,0.0,0.5,0.3939393939393939,0.03363914373088685
x_black_65+ y.o.,11,m_y=1,0.22120408638344705,0.3582417468453015,0.24735655288545255,0.33702083577958064,1.0,1.0,0.3077651515151515,0.3939393939393939,0.03363914373088685
x_black_65+ y.o.,12,m_a=0,-0.5784080281653738,-0.1799198877752491,-0.4899104475969388,-0.26841746834368424,0.0,0.0,0.0,0.4511764705882353,0.030071355759429153
x_black_65+ y.o.,12,m_a=1,-0.09226950315265425,0.037200755823753984,-0.09226950315265424,0.03720075582375401,0.0,0.0,0.0,0.4511764705882353,0.030071355759429153
x_black_65+ y.o.,12,m_u,-0.255017979246607,0.01737092042307764,-0.2084726340527393,-0.02917442477079013,0.0,0.0,0.2364705882352941,0.4511764705882353,0.030071355759429153
x_black_65+ y.o.,12,m_y=0,0.5889617202561521,0.706396358049058,0.5894522253871963,0.7068198491352117,0.0,0.0,0.0,0.4511764705882353,0.030071355759429153
x_black_65+ y.o.,12,m_y=1,0.1586863693628776,0.2868538688110689,0.1836334222574481,0.26600155176526147,0.5,0.0,0.2364705882352941,0.4511764705882353,0.030071355759429153
x_black_65+ y.o.,13,m_a=0,-0.5303298801001236,-0.13746751188168793,-0.4628818843589231,-0.2049155076228884,0.0,0.0,-0.07644110275689223,0.3849431818181818,0.033129459734964326
x_black_65+ y.o.,13,m_a=1,-0.15594685151442605,-0.00835764857618626,-0.155946851514426,-0.008357648576186231,0.5,0.5,-0.06340579710144928,0.3849431818181818,0.033129459734964326
x_black_65+ y.o.,13,m_u,-0.25658481297854485,0.04067572206945402,-0.21502762732597802,-0.0008814635831129458,0.0,0.0,0.24573863636363635,0.3849431818181818,0.033129459734964326
x_black_65+ y.o.,13,m_y=0,0.6602707718685943,0.7716787666614973,0.6602707718685943,0.7716787666614973,0.0,0.0,1.0,0.3849431818181818,0.033129459734964326
x_black_65+ y.o.,13,m_y=1,0.23262309480191676,0.3653326659469912,0.2539669457436145,0.3483733570693546,1.0,1.0,0.30624999999999997,0.3849431818181818,0.033129459734964326
x_black_65+ y.o.,14,m_a=0,-0.5365329358893655,-0.1394192137892476,-0.4654168566328113,-0.21053529304580165,0.5,0.0,-0.09166666666666667,0.3963963963963964,0.03720693170234454
x_black_65+ y.o.,14,m_a=1,-0.15729728198114257,-0.017157873428538195,-0.15729728198114248,-0.017157873428538147,0.5,0.5,-0.07549857549857558,0.3963963963963964,0.03720693170234454
x_black_65+ y.o.,14,m_u,-0.267317733769755,0.021071487523508625,-0.2248772648913577,-0.021368981354888544,0.0,0.0,0.21996996996996998,0.3963963963963964,0.03720693170234454
x_black_65+ y.o.,14,m_y=0,0.6506787585820997,0.759571259556904,0.6506787585820997,0.759571259556904,0.0,0.0,1.0,0.3963963963963964,0.03720693170234454
x_black_65+ y.o.,14,m_y=1,0.2158987414618842,0.34370938296042525,0.23675230567844693,0.3269073111277182,1.0,0.5,0.2907563025210084,0.3963963963963964,0.03720693170234454
x_black_65+ y.o.,15,m_a=0,-0.6326265437980669,-0.2109885724989609,-0.5590157566033649,-0.28459935969366296,0.5,0.0,-0.10795454545454547,0.4411764705882353,0.034658511722731905
x_black_65+ y.o.,15,m_a=1,-0.12873722072297994,0.010774418851291767,-0.12873722072297986,0.010774418851291725,0.0,0.0,-0.08051529790660228,0.4411764705882353,0.034658511722731905
x_black_65+ y.o.,15,m_u,-0.27616438251815056,0.01145850016520955,-0.2349070981759706,-0.029798784176970516,0.0,0.0,0.17647058823529413,0.4411764705882353,0.034658511722731905
x_black_65+ y.o.,15,m_y=0,0.6665322104842005,0.7730250497707767,0.6665322104842005,0.7730250497707767,0.0,0.0,1.0,0.4411764705882353,0.034658511722731905
x_black_65+ y.o.,15,m_y=1,0.19389015946012536,0.3197984071353746,0.21456621695818168,0.3030336659444207,0.5,0.5,0.25,0.4411764705882353,0.034658511722731905
x_black_65+ y.o.,16,m_a=0,-0.4483368730970994,-0.10591529338057964,-0.39109677931435294,-0.16315538716332595,0.5,0.0,-0.05322128851540617,0.42424242424242425,0.03363914373088685
x_black_65+ y.o.,16,m_a=1,-0.21409728473104106,-0.10075419520948647,-0.21409728473104112,-0.10075419520948652,0.0,0.0,-0.039999999999999925,0.42424242424242425,0.03363914373088685
x_black_65+ y.o.,16,m_u,-0.2242514692775759,0.012130257156363733,-0.19192658297087467,-0.02019462915033743,0.0,0.0,0.2727272727272727,0.42424242424242425,0.03363914373088685
x_black_65+ y.o.,16,m_y=0,0.6677159624645429,0.7744865606570608,0.6677159624645429,0.7744865606570608,0.0,0.0,1.0,0.42424242424242425,0.03363914373088685
x_black_65+ y.o.,16,m_y=1,0.1896032089127845,0.3099216960939341,0.20976038355596854,0.2933985798170668,0.0,0.0,0.3125,0.42424242424242425,0.03363914373088685
